"","Season","Year_0","Time_Since_Restoration","Salt_Marsh","Site","State","Overall_Treatment","Tidal_Regime","Marsh_Condition","Transect","Plot_count","Elevation_mean","Elevation_se","MUD_mean","MUD_se","DEAD_mean","DEAD_se","WATER_mean","WATER_se","WRACK_mean","WRACK_se","DITCH_FILL_mean","DITCH_FILL_se","ALGAL_MAT_mean","ALGAL_MAT_se","GREEN_ALG_mean","GREEN_ALG_se","VAUCH_mean","VAUCH_se","ASCO_mean","ASCO_se","SPALT_mean","SPALT_se","SPPAT_mean","SPPAT_se","DISPI_mean","DISPI_se","JUGER_mean","JUGER_se","SADEP_mean","SADEP_se","AGMAR_mean","AGMAR_se","AMCAN_mean","AMCAN_se","ARANS_mean","ARANS_se","ATPAT_mean","ATPAT_se","BAHAL_mean","BAHAL_se","BOMAR_mean","BOMAR_se","BOROB_mean","BOROB_se","CHRUB_mean","CHRUB_se","ELROS_mean","ELROS_se","FERUB_mean","FERUB_se","IVFRU_mean","IVFRU_se","JUBAL_mean","JUBAL_se","LYNAS_mean","LYNAS_se","LYMAR_mean","LYMAR_se","MYPEN_mean","MYPEN_se","PAVIR_mean","PAVIR_se","PHAUS_mean","PHAUS_se","PLMAR_mean","PLMAR_se","PLODO_mean","PLODO_se","PORAM_mean","PORAM_se","PUMAR_mean","PUMAR_se","RUMAR_mean","RUMAR_se","SABIG_mean","SABIG_se","SOSEM_mean","SOSEM_se","SPCAE_mean","SPCAE_se","SPPEC_mean","SPPEC_se","SPMAR_mean","SPMAR_se","SULIN_mean","SULIN_se","SUMAR_mean","SUMAR_se","SYSUB_mean","SYSUB_se","SYTEN_mean","SYTEN_se","TECAN_mean","TECAN_se","TRMAR_mean","TRMAR_se","AGSTO_mean","AGSTO_se","AMCANA_mean","AMCANA_se","ASTER_mean","ASTER_se","CASEP_mean","CASEP_se","CAHOR_mean","CAHOR_se","CUSCUTA_mean","CUSCUTA_se","DICLA_mean","DICLA_se","ELPAL_mean","ELPAL_se","ELREP_mean","ELREP_se","ELVIR_mean","ELVIR_se","EUGRA_mean","EUGRA_se","HIODO_mean","HIODO_se","JUVIR_mean","JUVIR_se","LACTUCA_mean","LACTUCA_se","LYSAL_mean","LYSAL_se","MEAQU_mean","MEAQU_se","PACLA_mean","PACLA_se","PAQUI_mean","PAQUI_se","SACAN_mean","SACAN_se","SCAME_mean","SCAME_se","SCPUN_mean","SCPUN_se","SOLIDAGO_mean","SOLIDAGO_se","SYNOV_mean","SYNOV_se","TORAD_mean","TORAD_se","TYANG_mean","TYANG_se","TYLAT_mean","TYLAT_se","UNK_mean","UNK_se","Canopyo_Height_cm_mean","Canopyo_Height_cm_se","Thatch_cm_mean","Thatch_cm_se","Site_Specific_mean","Site_Specific_se","abiotic_cover_mean","abiotic_cover_se","live_cover_mean","live_cover_se","high_marsh_grams_mean","high_marsh_grams_se","algae_cover_mean","algae_cover_se","richness_mean","richness_se"
"11",2021,2013,8,"Salt Ponds Region","Winnapaug","Rhode Island","Runnel","Microtidal","Pool","T1",4,0.298,0.012,16.2,8,13.8,3.1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,38.8,14.8,3.2,3.2,8.8,5.9,0,0,12.5,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,2.1,NA,NA,NA,NA,30,7.9,70,7.9,12,9,0,0,3.2,0.9
"12",2021,2013,8,"Salt Ponds Region","Winnapaug","Rhode Island","Runnel","Microtidal","Pool","T2",6,0.177,0.026,35.8,10.8,5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,3,8.2,5.2,9.2,5.8,0,0,22.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,2.7,NA,NA,NA,NA,40.8,9.4,59.2,9.4,17.3,11,0,0,3.5,0.7
"13",2021,2014,7,"Narragansett Bay","Round Marsh","Rhode Island","No Action","Microtidal","Panne","T1",7,0.603,0.012,21.9,10,8,1.7,15.7,12.4,0,0,0,0,0,0,1.4,1.4,0.7,0.7,0,0,49.3,9.4,10.3,7.5,3.6,3.6,0,0,6.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,3,NA,NA,NA,NA,32,9,69.4,9.1,13.9,11.1,2.1,1.5,2.7,0.3
"14",2021,2014,7,"Narragansett Bay","Round Marsh","Rhode Island","No Action","Microtidal","Panne","T2",6,0.669,0.023,31.1,9.7,9.8,4.3,31.7,14.4,0,0,0,0,0,0,0.8,0.8,0,0,0,0,35.8,3.7,6.5,4.8,9.2,8.2,0,0,5.8,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,3.5,NA,NA,NA,NA,41.8,8.3,57.4,8.8,15.8,8.2,0.8,0.8,2.8,0.3
"15",2021,2014,7,"Narragansett Bay","Round Marsh","Rhode Island","Reference","Microtidal","Panne","T1",5,0.684,0.028,1,1,2.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.3,64.2,12.8,30,13.4,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,5.7,NA,NA,NA,NA,3.6,1.2,96.4,1.2,94.2,2.4,0,0,2.8,0.4
"16",2021,2014,7,"Narragansett Bay","Round Marsh","Rhode Island","Reference","Microtidal","Panne","T2",5,0.728,0.017,10.6,8.7,3.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7.5,50,12.3,24.4,9.3,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,4.7,NA,NA,NA,NA,14.2,8.8,85.8,8.8,74.4,16.6,0,0,2.6,0.4
"17",2021,2014,7,"Narragansett Bay","Round Marsh","Rhode Island","Runnel","Microtidal","Panne","T1",4,0.618,0.016,27.5,9.2,8,3.4,1.2,1.2,0,0,0,0,0,0,0,0,2,1.2,0,0,20,2.9,34,12.6,5,5,0,0,3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.5,NA,NA,NA,NA,37.5,7.6,62.5,7.6,39,8.6,2,1.2,3.8,0.2
"18",2021,2014,7,"Narragansett Bay","Round Marsh","Rhode Island","Runnel","Microtidal","Panne","T2",5,0.666,0.01,6.4,3.4,3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43.4,13.4,41.8,16.3,0,0,4.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,2.2,NA,NA,NA,NA,9.4,2.8,92.6,4,85.2,10.3,0,0,2.6,0.5
"19",2021,2014,7,"Narragansett Bay","Round Marsh","Rhode Island","Runnel","Microtidal","Panne","T3",6,0.652,0.011,34.3,7.8,9.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,19.2,12.5,5,2.6,0,0,2.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,NA,NA,NA,NA,43.5,8.8,56.5,8.8,24.2,14.6,0,0,2.5,0.6
"20",2021,2015,6,"Parker River Estuary","Pine Island","Massachusetts","No Action","Mesotidal","Pool","T1",6,1.527,0.008,18.8,1.1,4.8,2.2,16.7,16.7,0,0,0,0,0,0,10,10,0,0,0,0,58.8,11.5,4.2,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,5.7,NA,NA,NA,NA,33.7,8.8,66.3,8.8,4.2,2.7,10,10,1.5,0.2
"21",2021,2015,6,"Parker River Estuary","Pine Island","Massachusetts","No Action","Mesotidal","Pool","T2",6,1.533,0.017,22.5,10.9,3.2,1.6,16.7,16.7,0,0,0,0,13.3,13.3,5,5,0.3,0.3,0,0,0,0,21.7,6,26.7,9.1,2.5,2.5,0.3,0.3,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,6,NA,NA,NA,NA,44.3,16.7,55.7,16.7,50.8,15.1,18.7,13.2,2.2,0.6
"22",2021,2015,6,"Parker River Estuary","Pine Island","Massachusetts","Reference","Mesotidal","Pool","T1",11,1.509,0.025,2.3,2.3,6.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5,78.6,6.6,7,2.4,0,0,0.1,0.1,0,0,0,0,0,0,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,2.3,NA,NA,NA,NA,8.5,1.9,91.5,1.9,85.6,6.7,0,0,2.2,0.3
"23",2021,2015,6,"Parker River Estuary","Pine Island","Massachusetts","Reference","Mesotidal","Pool","T2",13,1.509,0.024,0.2,0.1,6.9,2.9,0,0,5,4.6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,66.9,7.6,18.3,3.5,1.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0.8,NA,NA,NA,NA,12.1,5.2,87.9,5.2,87.2,5.2,0,0,2.5,0.2
"24",2021,2015,6,"Parker River Estuary","Pine Island","Massachusetts","Runnel","Mesotidal","Pool","T1",10,1.34,0.043,29,9.6,4,1.3,10,10,0,0,0,0,0,0,1.5,1.5,8.5,4,0,0,26,6,25.4,11,2,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,6.7,NA,NA,NA,NA,43,10.8,57,10.8,29.4,12.2,10,3.9,1.9,0.4
