"","Season","Year_0","Time_Since_Restoration","Salt_Marsh","Site","State","Overall_Treatment","Marsh_Condition","Tidal_Regime","Plot_count","Elevation_mean","Elevation_se","MUD_mean","MUD_se","DEAD_mean","DEAD_se","WATER_mean","WATER_se","WRACK_mean","WRACK_se","DITCH_FILL_mean","DITCH_FILL_se","ALGAL_MAT_mean","ALGAL_MAT_se","GREEN_ALG_mean","GREEN_ALG_se","VAUCH_mean","VAUCH_se","ASCO_mean","ASCO_se","SPALT_mean","SPALT_se","SPPAT_mean","SPPAT_se","DISPI_mean","DISPI_se","JUGER_mean","JUGER_se","SADEP_mean","SADEP_se","AGMAR_mean","AGMAR_se","AMCAN_mean","AMCAN_se","ARANS_mean","ARANS_se","ATPAT_mean","ATPAT_se","BAHAL_mean","BAHAL_se","BOMAR_mean","BOMAR_se","BOROB_mean","BOROB_se","CHRUB_mean","CHRUB_se","ELROS_mean","ELROS_se","FERUB_mean","FERUB_se","IVFRU_mean","IVFRU_se","JUBAL_mean","JUBAL_se","LYNAS_mean","LYNAS_se","LYMAR_mean","LYMAR_se","MYPEN_mean","MYPEN_se","PAVIR_mean","PAVIR_se","PHAUS_mean","PHAUS_se","PLMAR_mean","PLMAR_se","PLODO_mean","PLODO_se","PORAM_mean","PORAM_se","PUMAR_mean","PUMAR_se","RUMAR_mean","RUMAR_se","SABIG_mean","SABIG_se","SOSEM_mean","SOSEM_se","SPCAE_mean","SPCAE_se","SPPEC_mean","SPPEC_se","SPMAR_mean","SPMAR_se","SULIN_mean","SULIN_se","SUMAR_mean","SUMAR_se","SYSUB_mean","SYSUB_se","SYTEN_mean","SYTEN_se","TECAN_mean","TECAN_se","TRMAR_mean","TRMAR_se","AGSTO_mean","AGSTO_se","AMCANA_mean","AMCANA_se","ASTER_mean","ASTER_se","CASEP_mean","CASEP_se","CAHOR_mean","CAHOR_se","CUSCUTA_mean","CUSCUTA_se","DICLA_mean","DICLA_se","ELPAL_mean","ELPAL_se","ELREP_mean","ELREP_se","ELVIR_mean","ELVIR_se","EUGRA_mean","EUGRA_se","HIODO_mean","HIODO_se","JUVIR_mean","JUVIR_se","LACTUCA_mean","LACTUCA_se","LYSAL_mean","LYSAL_se","MEAQU_mean","MEAQU_se","PACLA_mean","PACLA_se","PAQUI_mean","PAQUI_se","SACAN_mean","SACAN_se","SCAME_mean","SCAME_se","SCPUN_mean","SCPUN_se","SOLIDAGO_mean","SOLIDAGO_se","SYNOV_mean","SYNOV_se","TORAD_mean","TORAD_se","TYANG_mean","TYANG_se","TYLAT_mean","TYLAT_se","UNK_mean","UNK_se","Canopyo_Height_cm_mean","Canopyo_Height_cm_se","Thatch_cm_mean","Thatch_cm_se","Site_Specific_mean","Site_Specific_se","abiotic_cover_mean","abiotic_cover_se","live_cover_mean","live_cover_se","high_marsh_grams_mean","high_marsh_grams_se","algae_cover_mean","algae_cover_se","richness_mean","richness_se"
"11",2021,2015,6,"Parker River Estuary","Pine Island","Massachusetts","Reference","Pool","Mesotidal",24,1.509,0.017,1.1,1,6.6,1.6,0,0,2.7,2.5,0,0,0,0,0,0,0,0,0,0,2.5,2.3,72.3,5.2,13.1,2.4,1,0.7,0,0,0,0,0,0,0,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,1.1,NA,NA,NA,NA,10.4,2.9,89.6,2.9,86.5,4.1,0,0,2.4,0.2
"12",2021,2015,6,"Parker River Estuary","Pine Island","Massachusetts","Runnel","Pool","Mesotidal",19,1.324,0.034,27.3,6,5.1,1.4,7.9,5.8,0,0,0,0,3.2,3.2,0.8,0.8,6.6,2.5,0,0,28.7,5.1,21.1,7.3,2.6,1.7,1.1,1.1,0.5,0.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,5.7,NA,NA,NA,NA,42.9,6.5,57.1,6.5,24.8,7.9,10.5,3.7,1.9,0.2
"13",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","No Action","Panne","Microtidal",12,0.788,0.01,36.6,5.5,11.5,4.3,9.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,20.6,4.1,17.6,5.7,13.8,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,4.9,NA,NA,NA,NA,48.1,7.1,51.9,7.1,31.3,8.1,0,0,2.1,0.2
"14",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","Reference","Panne","Microtidal",9,0.82,0.013,9.7,5.9,5.3,1.6,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.1,47.9,10.2,35.1,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,4.1,NA,NA,NA,NA,15,5.3,85,5.3,83,5.3,0,0,2.4,0.2
"15",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","Runnel","Panne","Microtidal",8,0.873,0.021,2.5,1.7,3.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,61.2,8.6,22.4,8,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,2.5,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,25,5.5,NA,NA,NA,NA,5.9,1.8,94.1,1.8,83.6,4,0,0,3.4,0.3
"16",2021,2016,5,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Panne","Mesotidal",25,1.495,0.009,0.8,0.4,5.5,0.5,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.1,8.2,3.5,15.6,2.3,49,3.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,1.8,3.8,0.5,NA,NA,6.4,0.5,93.6,0.5,72.8,2.5,0,0,4.1,0.2
"17",2021,2016,5,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Panne","Mesotidal",17,1.507,0.009,18.7,4.3,6.6,1.2,12.4,7.6,4.7,2.4,0,0,0,0,0,0,0,0,0,0,39.3,4.4,25.2,4.8,4.4,2.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.6,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,2.7,3.9,0.9,NA,NA,30,3.8,70,3.8,29.6,5.3,0,0,2.5,0.2
"18",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","No Action","Panne","Mesotidal",14,1.494,0.021,25.8,5,7.2,1.7,20.4,8.9,0,0,0,0,0,0,2.5,1.5,0.5,0.4,0,0,40.4,6.8,16.6,6.7,2.7,1.6,0,0,2.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,8.1,NA,NA,NA,NA,36,5.6,64,5.6,19.4,7.7,3,1.5,2.2,0.2
"19",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Panne","Mesotidal",17,1.501,0.005,0.5,0.3,8.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1.7,53.2,8.9,16.1,5.3,15.9,5.2,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,2.7,NA,NA,NA,NA,8.6,0.9,91.4,0.9,85.2,2.3,0,0,2.5,0.2
"20",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Panne","Mesotidal",17,1.528,0.018,12.7,3.4,8.6,2.5,0.9,0.9,0,0,0,0,0,0,0.6,0.6,0.3,0.3,0,0,38.2,3.8,21.6,6.7,0,0,0,0,6.4,2.4,0,0,0,0,0,0,5.9,3,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,1.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2,4.6,NA,NA,NA,NA,22.2,3.4,77.8,3.4,21.6,6.7,0.9,0.6,3.1,0.3
"21",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","No Action","Pool","Microtidal",8,0.175,0.019,51.9,13.4,6.9,3.5,48.8,17.6,0,0,0,0,0,0,0,0,4.4,2.6,0,0,11.9,3.1,1.9,1.9,20,8.9,0,0,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,4.3,NA,NA,NA,NA,63.1,11.8,36.2,11.7,21.9,10.2,4.4,2.6,2.1,0.5
"22",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","Reference","Pool","Microtidal",8,0.245,0.006,5,1.6,22.5,3.4,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,8.8,2.5,17.5,5.9,40.5,3.7,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,1.5,NA,NA,NA,NA,28.1,3.3,71.9,3.3,58,5.1,0.6,0.6,3.6,0.5
"23",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","Runnel","Pool","Microtidal",12,0.199,0.009,29,7.1,7.5,1.8,8.3,8.3,0,0,0,0,0,0,0,0,14.2,7.3,0,0,38.2,7.6,0.8,0.8,9.4,6.1,0,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,3.4,NA,NA,NA,NA,50.7,7.2,49.3,7.2,10.2,6.4,14.2,7.3,1.8,0.4
"24",2021,2017,4,"Taunton River","Broad Cove","Rhode Island","Reference","Panne","Microtidal",9,1.007,0.014,8.3,3.2,13.9,4.8,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.6,0.6,1.7,1.7,10.4,3.4,50.4,4.3,0.3,0.3,0,0,0,0,0,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.5,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,12,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,2.5,NA,NA,NA,NA,22.6,5.2,77.4,5.2,62.6,6.1,0,0,3.8,0.4
