"","Date","Season","Year_0","Time_Since_Restoration","State","Salt_Marsh","Site","Sub_Site","Site_Treatment","Overall_Treatment","Tidal_Regime","Marsh_Condition","Marsh_Condition_plot","Transect","Distance_m","Habitat","Impacted","Elevation","Transect_ID","Plot_ID","Local_Tideshed_ID","Study_Tideshed_ID","Plot_Notes","TOTAL","MUD","DEAD","WATER","WRACK","DITCH_FILL","ALGAL_MAT","GREEN_ALG","VAUCH","ASCO","SPALT","SPPAT","DISPI","JUGER","SADEP","AGMAR","AMCAN","ARANS","ATPAT","BAHAL","BOMAR","BOROB","CHRUB","ELROS","FERUB","IVFRU","JUBAL","LYNAS","LYMAR","MYPEN","PAVIR","PHAUS","PLMAR","PLODO","PORAM","PUMAR","RUMAR","SABIG","SOSEM","SPCAE","SPPEC","SPMAR","SULIN","SUMAR","SYSUB","SYTEN","TECAN","TRMAR","AGSTO","AMCANA","ASTER","CASEP","CAHOR","CUSCUTA","DICLA","ELPAL","ELREP","ELVIR","EUGRA","HIODO","JUVIR","LACTUCA","LYSAL","MEAQU","PACLA","PAQUI","SACAN","SCAME","SCPUN","SOLIDAGO","SYNOV","TORAD","TYANG","TYLAT","UNK","Canopyo_Height_cm","Thatch_cm","Site_Specific","abiotic_cover","live_cover","high_marsh_grams","algae_cover","richness"
"11","4-Aug-21",2021,2017,4,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T1",9,"","Yes",0.969,"Broad Cove Reference 1","Broad Cove__2021_Reference_9","Broad Cove_6",4,"",100,0,5,0,0,0,0,0,0,0,0,0,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,NA,"Broad Cove",5,95,95,0,2
"12","4-Aug-21",2021,2017,4,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T1",17,"","Yes",0.969,"Broad Cove Reference 1","Broad Cove__2021_Reference_17","Broad Cove_6",4,"",100,10,10,0,0,0,0,0,0,0,0,0,10,65,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,NA,"Broad Cove",20,80,75,0,4
"13","4-Aug-21",2021,2017,4,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T1",25,"","Yes",0.989,"Broad Cove Reference 1","Broad Cove__2021_Reference_25","Broad Cove_6",4,"",100,5,5,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NA,"Broad Cove",10,90,54,0,4
"14","4-Aug-21",2021,2017,4,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",0,"","Yes",0.983,"Broad Cove Reference 2","Broad Cove__2021_Reference_0","Broad Cove_4",2,"SW stake",100,30,10,0,0,0,0,0,0,0,5,15,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,NA,"Broad Cove",40,60,45,0,5
"15","4-Aug-21",2021,2017,4,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",8,"","Yes",1.018,"Broad Cove Reference 2","Broad Cove__2021_Reference_8","Broad Cove_4",2,"",100,15,10,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,NA,"Broad Cove",25,75,47,0,3
"16","4-Aug-21",2021,2017,4,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",16,"","Yes",1.023,"Broad Cove Reference 2","Broad Cove__2021_Reference_16","Broad Cove_4",2,"",100,0,50,0,3,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,NA,"Broad Cove",53,47,42,0,3
"17","4-Aug-21",2021,2017,4,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",24,"","Yes",1.038,"Broad Cove Reference 2","Broad Cove__2021_Reference_24","Broad Cove_4",2,"",100,10,5,0,0,0,0,0,0,0,0,0,25,54,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NA,"Broad Cove",15,85,79,0,5
"18","4-Aug-21",2021,2017,4,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",32,"","Yes",1.098,"Broad Cove Reference 2","Broad Cove__2021_Reference_32","Broad Cove_4",2,"",100,0,10,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,NA,"Broad Cove",10,90,54,0,5
"19","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T1",0,"HM","Yes",NA,"Broad Cove Runnel 1","Broad Cove__2024_Runnel_0","Broad Cove_3",6,"",100,0,8,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,"Broad Cove",8,92,55,0,4
"20","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T1",10,"HM","Yes",NA,"Broad Cove Runnel 1","Broad Cove__2024_Runnel_10","Broad Cove_3",6,"",100,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,"Broad Cove",0,100,25,0,4
"21","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T1",20,"HM","Yes",NA,"Broad Cove Runnel 1","Broad Cove__2024_Runnel_20","Broad Cove_3",6,"",100,0,10,0,0,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,"Broad Cove",10,90,70,0,4
"22","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T1",30,"HM","Yes",NA,"Broad Cove Runnel 1","Broad Cove__2024_Runnel_30","Broad Cove_3",6,"",100,0,9,0,0,0,0,0,0,0,0,15,15,10,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,"Broad Cove",9,91,45,0,6
"23","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T1",40,"HM","Yes",NA,"Broad Cove Runnel 1","Broad Cove__2024_Runnel_40","Broad Cove_3",6,"",100,0,12,0,0,0,0,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,"Broad Cove",12,88,78,0,4
"24","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T2",0,"HM","Yes",NA,"Broad Cove Runnel 2","Broad Cove__2024_Runnel_0","Broad Cove_7",8,"",100,0,5,0,0,0,0,0,0,0,0,83,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,"Broad Cove",5,95,90,0,3
"25","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T2",8,"HM","Yes",NA,"Broad Cove Runnel 2","Broad Cove__2024_Runnel_8","Broad Cove_7",8,"",100,0,12,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,"Broad Cove",12,88,76,0,2
"26","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T2",16,"HM","Yes",NA,"Broad Cove Runnel 2","Broad Cove__2024_Runnel_16","Broad Cove_7",8,"",100,0,12,0,0,0,0,0,0,0,0,79,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,"Broad Cove",12,88,86,0,3
"27","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Runnel","Runnel","Microtidal","Panne","","T2",24,"HM","Yes",NA,"Broad Cove Runnel 2","Broad Cove__2024_Runnel_24","Broad Cove_7",8,"",100,0,25,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,68,10,"Broad Cove",25,75,40,0,5
"28","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T1",1,"HM","Yes",NA,"Broad Cove Reference 1","Broad Cove__2024_Reference_1","Broad Cove_6",4,"",100,0,5,0,0,0,0,0,0,0,0,0,20,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,"Broad Cove",5,95,93,0,4
"29","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T1",9,"HM","Yes",NA,"Broad Cove Reference 1","Broad Cove__2024_Reference_9","Broad Cove_6",4,"",100,0,0,0,0,0,0,0,0,0,0,0,25,72,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,"Broad Cove",0,100,97,0,3
"30","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T1",17,"HM","Yes",NA,"Broad Cove Reference 1","Broad Cove__2024_Reference_17","Broad Cove_6",4,"",100,0,5,0,0,0,0,0,0,0,0,10,12,69,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,"Broad Cove",5,95,91,0,4
"31","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T1",25,"HM","Yes",NA,"Broad Cove Reference 1","Broad Cove__2024_Reference_25","Broad Cove_6",4,"",100,0,4,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,"Broad Cove",4,96,60,0,4
"32","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",0,"HM","Yes",NA,"Broad Cove Reference 2","Broad Cove__2024_Reference_0","Broad Cove_4",2,"",100,0,10,0,0,0,0,0,0,0,10,0,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,"Broad Cove",10,90,64,0,4
"33","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",8,"HM","Yes",NA,"Broad Cove Reference 2","Broad Cove__2024_Reference_8","Broad Cove_4",2,"",100,0,0,0,2,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,"Broad Cove",2,98,70,0,3
"34","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",16,"HM","Yes",NA,"Broad Cove Reference 2","Broad Cove__2024_Reference_16","Broad Cove_4",2,"",100,0,4,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,"Broad Cove",4,96,86,0,4
"35","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",24,"HM","Yes",NA,"Broad Cove Reference 2","Broad Cove__2024_Reference_24","Broad Cove_4",2,"",100,0,2,0,0,0,0,0,0,0,0,0,20,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6,"Broad Cove",2,98,96,0,3
"36","7/22/2024",2024,2017,7,"Rhode Island","Taunton River","Broad Cove","","Reference","Reference","Microtidal","Panne","","T2",32,"HM","Yes",NA,"Broad Cove Reference 2","Broad Cove__2024_Reference_32","Broad Cove_4",2,"",100,0,11,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,"Broad Cove",11,89,45,0,4
"37","5-Aug-21",2021,2013,8,"Rhode Island","Salt Ponds Region","Winnapaug","","Runnel","Runnel","Microtidal","Pool","","T1",0,"","Yes",0.329,"Winnapaug Runnel 1","Winnapaug__2021_Runnel_0","Winnapaug_13",176,"west stake",100,5,15,0,0,0,0,0,0,0,10,13,25,0,5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,NA,"Winnapaug",20,80,38,0,6
"38","5-Aug-21",2021,2013,8,"Rhode Island","Salt Ponds Region","Winnapaug","","Runnel","Runnel","Microtidal","Pool","","T1",8,"","Yes",0.269,"Winnapaug Runnel 1","Winnapaug__2021_Runnel_8","Winnapaug_13",176,"",100,30,5,0,0,0,0,0,0,0,30,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,NA,"Winnapaug",35,65,10,0,3
"39","5-Aug-21",2021,2013,8,"Rhode Island","Salt Ponds Region","Winnapaug","","Runnel","Runnel","Microtidal","Pool","","T1",16,"","Yes",0.299,"Winnapaug Runnel 1","Winnapaug__2021_Runnel_16","Winnapaug_13",176,"",100,30,20,60,0,0,0,0,0,0,35,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,NA,"Winnapaug",50,50,0,0,2
"40","5-Aug-21",2021,2013,8,"Rhode Island","Salt Ponds Region","Winnapaug","","Runnel","Runnel","Microtidal","Pool","","T1",24,"","Yes",0.294,"Winnapaug Runnel 1","Winnapaug__2021_Runnel_24","Winnapaug_13",176,"",100,0,15,0,0,0,0,0,0,0,80,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,NA,"Winnapaug",15,85,0,0,2
"41","5-Aug-21",2021,2013,8,"Rhode Island","Salt Ponds Region","Winnapaug","","Runnel","Runnel","Microtidal","Pool","","T2",0,"","Yes",0.239,"Winnapaug Runnel 2","Winnapaug__2021_Runnel_0","Winnapaug_16",164,"SE stake",100,0,15,0,0,0,0,0,0,0,10,24,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,NA,"Winnapaug",15,85,54,0,5
"42","5-Aug-21",2021,2013,8,"Rhode Island","Salt Ponds Region","Winnapaug","","Runnel","Runnel","Microtidal","Pool","","T2",8,"","Yes",0.104,"Winnapaug Runnel 2","Winnapaug__2021_Runnel_8","Winnapaug_16",164,"",100,50,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,NA,"Winnapaug",50,50,0,0,2
"43","5-Aug-21",2021,2013,8,"Rhode Island","Salt Ponds Region","Winnapaug","","Runnel","Runnel","Microtidal","Pool","","T2",16,"","Yes",0.094,"Winnapaug Runnel 2","Winnapaug__2021_Runnel_16","Winnapaug_16",164,"",100,35,5,0,0,0,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,NA,"Winnapaug",40,60,0,0,2
