"","Date","Season","State","Salt_Marsh","SubSite","Site_Treatment","Overall_Treatment","Transect","Distance_m","Depth_m","Depth_to_Benchmark_m","elevation","Description","X","X.1","Moody.Marsh","year1","year1_transect_start","year1_transect_end","year1_transect_start_elev","year1_transect_end_elev","transect_start_elev","transect_end_elev","transect_start_diff","transect_end_diff","transect_endpoints_avg","elev_corrected"
"24","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",7.5,NA,NA,1.467,"HM",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.467
"25","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",10,NA,NA,1.467,"HM",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.467
"26","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",12.5,NA,NA,1.427,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.427
"27","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",15,NA,NA,1.432,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.432
"28","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",17.5,NA,NA,1.432,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.432
"29","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",20,NA,NA,1.437,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.437
"30","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",22.5,NA,NA,1.422,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.422
"31","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",25,NA,NA,1.442,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.442
"32","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",27.5,NA,NA,1.432,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.432
"33","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",30,NA,NA,1.442,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.442
"34","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",32.5,NA,NA,1.417,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.417
"35","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",35,NA,NA,1.407,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.407
"36","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",37.5,NA,NA,1.387,"Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.387
"37","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",40,NA,NA,1.362,"Open Water, Panne",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.362
"38","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",42.5,NA,NA,1.472,"HM",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.472
"39","10/19/2021",2021,"Massachusetts","Kents Island","","No Action","No Action","T2",45.2,NA,NA,1.587,"UE, Transect End",NA,NA,"",2021,0,45.2,1.367,1.587,1.367,1.587,0,0,0,1.587
"40","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",0,NA,NA,1.253,"HM, Transect Start",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.253
"41","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",2.5,NA,NA,1.288,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.288
"42","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",5,NA,NA,1.313,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.313
"43","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",7.5,NA,NA,1.323,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.323
"44","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",10,NA,NA,1.323,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.323
"45","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",12.5,NA,NA,1.323,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.323
"46","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",15,NA,NA,1.323,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.323
"47","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",17.5,NA,NA,1.328,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.328
"48","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",20,NA,NA,1.343,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.343
"49","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",22.5,NA,NA,1.333,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.333
"50","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",25,NA,NA,1.343,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.343
"51","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",27.5,NA,NA,1.353,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.353
"52","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",30,NA,NA,1.368,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.368
"53","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",32.5,NA,NA,1.353,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.353
"54","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",35,NA,NA,1.383,"HM",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.383
"55","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T1",36,NA,NA,1.453,"UE, Transect End",NA,NA,"",2021,0,36,1.253,1.453,1.253,1.453,0,0,0,1.453
"56","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",0,NA,NA,1.273,"HM, Transect Start",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.273
"57","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",2.5,NA,NA,1.323,"HM",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.323
"58","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",5,NA,NA,1.373,"HM",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.373
"59","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",7.5,NA,NA,1.383,"HM",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.383
"60","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",10,NA,NA,1.393,"HM",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.393
"61","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",12.5,NA,NA,1.408,"HM",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.408
"62","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",15,NA,NA,1.403,"HM",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.403
"63","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",17.5,NA,NA,1.413,"UE",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.413
"64","10/13/2021",2021,"Massachusetts","Kents Island","","Reference","Reference","T2",20,NA,NA,1.523,"UE, Transect End",NA,NA,"",2021,0,20,1.273,1.523,1.273,1.523,0,0,0,1.523
"65","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",0,NA,NA,1.355,"HM, Transect Start",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.355
"66","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",2.5,NA,NA,1.41,"HM",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.41
"67","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",5,NA,NA,1.405,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.405
"68","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",7.5,NA,NA,1.405,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.405
"69","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",10,NA,NA,1.385,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.385
"70","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",12.5,NA,NA,1.39,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.39
"71","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",15,NA,NA,1.395,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.395
"72","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",17.5,NA,NA,1.395,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.395
"73","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",20,NA,NA,1.39,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.39
"74","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",22.5,NA,NA,1.38,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.38
"75","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",25,NA,NA,1.36,"Panne - Pool Edge",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.36
"76","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",27.5,NA,NA,1.385,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.385
"77","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",30,NA,NA,1.355,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.355
"78","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",32.5,NA,NA,1.335,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.335
"79","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",35,NA,NA,1.38,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.38
"80","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",37.5,NA,NA,1.37,"Low SPALT Panne",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.37
"81","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",40,NA,NA,1.32,"Panne - Pool Edge",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.32
"82","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",42.5,NA,NA,1.445,"HM",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.445
"83","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",45,NA,NA,1.525,"HM",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.525
"84","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T1",46,NA,NA,1.635,"Upland Edge, Transect End",NA,NA,"",2021,0,46,1.355,1.635,1.355,1.635,0,0,0,1.635
"85","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",0,NA,NA,1.365,"HM, Transect Start",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.365
"86","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",2.5,NA,NA,1.36,"HM",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.36
"87","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",5,NA,NA,1.345,"Transition",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.345
"88","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",7.5,NA,NA,1.235,"Transition, Low Spot",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.235
"89","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",10,NA,NA,1.27,"Transition",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.27
"90","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",12.5,NA,NA,1.31,"Transition, Edge of Embankment",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.31
"91","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",15,NA,NA,1.365,"HM, Embankment",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.365
"92","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",17.5,NA,NA,1.32,"Low SPALT Panne",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.32
"93","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",20,NA,NA,1.395,"Panne - Pool Edge",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.395
"94","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",22.5,NA,NA,1.26,"Pool",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.26
"95","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",25,NA,NA,1.295,"Pool",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.295
"96","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",27.5,NA,NA,1.405,"Panne Island in Pool",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.405
"97","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",30,NA,NA,1.39,"Panne - Pool Edge",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.39
"98","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",32.5,NA,NA,1.39,"Low SPALT Panne",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.39
"99","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",35,NA,NA,1.38,"Panne - Pool Edge",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.38
"100","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",37.5,NA,NA,1.445,"Transition",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.445
"101","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",40,NA,NA,1.44,"HM",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.44
"102","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",42.5,NA,NA,1.445,"HM",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.445
"103","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 1","Runnel","T2",45,NA,NA,1.48,"Upland Edge, Transect End",NA,NA,"",2021,0,45,1.365,1.48,1.365,1.48,0,0,0,1.48
"104","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",0,NA,NA,1.537,"Upland Edge, Transect Start",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.537
"105","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",2.5,NA,NA,1.422,"HM",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.422
"106","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",5,NA,NA,1.437,"HM, Peat Hummock",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.437
"107","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",7.5,NA,NA,1.407,"HM",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.407
"108","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",10,NA,NA,1.387,"Transition",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.387
"109","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",12.5,NA,NA,1.397,"Transition",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.397
"110","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",15,NA,NA,1.422,"Transition",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.422
"111","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",17.5,NA,NA,1.377,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.377
"112","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",20,NA,NA,1.397,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.397
"113","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",22.5,NA,NA,1.392,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.392
"114","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",25,NA,NA,1.402,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.402
"115","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",27.5,NA,NA,1.357,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.357
"116","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",30,NA,NA,1.377,"Panne, Hole",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.377
"117","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",32.5,NA,NA,1.382,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.382
"118","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",35,NA,NA,1.392,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.392
"119","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",37.5,NA,NA,1.397,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.397
"120","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",40,NA,NA,1.367,"Low SPALT Panne",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.367
"121","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",42.5,NA,NA,1.432,"HM",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.432
"122","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T1",45,NA,NA,1.432,"HM, Transect End",NA,NA,"",2021,0,45,1.537,1.432,1.537,1.432,0,0,0,1.432
"123","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",0,NA,NA,1.517,"Upland Edge, Transect Start",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.517
"124","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",2.5,NA,NA,1.422,"HM - Transition Edge",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.422
"125","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",5,NA,NA,1.397,"Low SPALT Panne",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.397
"126","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",7.5,NA,NA,1.397,"Low SPALT Panne",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.397
"127","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",10,NA,NA,1.392,"Low SPALT Panne",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.392
"128","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",12.5,NA,NA,1.392,"Low SPALT Panne",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.392
"129","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",15,NA,NA,1.397,"Low SPALT Panne",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.397
"130","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",17.5,NA,NA,1.402,"Low SPALT Panne",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.402
"131","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",20,NA,NA,1.397,"Low SPALT Panne",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.397
"132","10/13/2021",2021,"Massachusetts","Kents Island","","Runnel 2","Runnel","T2",22.5,NA,NA,1.397,"Low SPALT Panne",NA,NA,"",2021,0,40,1.517,1.397,1.517,1.397,0,0,0,1.397
