"","Date","Season","State","Salt_Marsh","SubSite","Site_Treatment","Overall_Treatment","Transect","Distance_m","Depth_m","Depth_to_Benchmark_m","elevation","Description","X","X.1","Moody.Marsh","year1","year1_transect_start","year1_transect_end","year1_transect_start_elev","year1_transect_end_elev","transect_start_elev","transect_end_elev","transect_start_diff","transect_end_diff","transect_endpoints_avg","elev_corrected"
"28","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",48,1.69,-0.16,1.404,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.404
"29","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",50,1.685,-0.155,1.409,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.409
"30","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",53,1.7,-0.17,1.394,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.394
"31","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",56,1.73,-0.2,1.364,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.364
"32","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",58,1.655,-0.125,1.439,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.439
"33","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",58.3,1.825,-0.295,1.269,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.269
"34","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",58.6,1.84,-0.31,1.254,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.254
"35","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",58.9,2.13,-0.6,0.964,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,0.964
"36","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",59.1,2.45,-0.92,0.644,"creek center",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,0.644
"37","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",59.4,1.84,-0.31,1.254,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.254
"38","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",60,1.845,-0.315,1.249,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.249
"39","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",63,1.72,-0.19,1.374,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.374
"40","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",66,1.69,-0.16,1.404,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.404
"41","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",68,1.685,-0.155,1.409,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.409
"42","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",70,1.705,-0.175,1.389,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.389
"43","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",72,1.725,-0.195,1.369,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.369
"44","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",73,1.965,-0.435,1.129,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.129
"45","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",74,1.715,-0.185,1.379,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.379
"46","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",77,1.705,-0.175,1.389,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.389
"47","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",80,1.71,-0.18,1.384,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.384
"48","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",83,1.71,-0.18,1.384,"",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.384
"49","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T1",86,1.72,-0.19,1.374,"east post",NA,NA,"",2021,0,86,1.194,1.374,1.194,1.374,0,0,0,1.374
"50","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",0,1.71,-0.18,1.384,"west post",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.384
"51","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",3,1.735,-0.205,1.359,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.359
"52","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",6,1.725,-0.195,1.369,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.369
"53","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",8,1.715,-0.185,1.379,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.379
"54","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",10,1.7,-0.17,1.394,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.394
"55","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",13,1.71,-0.18,1.384,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.384
"56","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",16,1.685,-0.155,1.409,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.409
"57","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",18,1.68,-0.15,1.414,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.414
"58","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",20,1.665,-0.135,1.429,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.429
"59","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",23,1.695,-0.165,1.399,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.399
"60","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",26,1.745,-0.215,1.349,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.349
"61","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",27,1.77,-0.24,1.324,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.324
"62","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",27.3,1.775,-0.245,1.319,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.319
"63","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",27.6,1.82,-0.29,1.274,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.274
"64","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",28,1.915,-0.385,1.179,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.179
"65","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",28.4,2.565,-1.035,0.529,"ditch",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,0.529
"66","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",28.7,1.915,-0.385,1.179,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.179
"67","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",29,1.78,-0.25,1.314,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.314
"68","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",29.3,1.755,-0.225,1.339,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.339
"69","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",29.6,1.735,-0.205,1.359,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.359
"70","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",30,1.735,-0.205,1.359,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.359
"71","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",33,1.71,-0.18,1.384,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.384
"72","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",36,1.76,-0.23,1.334,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.334
"73","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",38,1.725,-0.195,1.369,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.369
"74","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",40,1.725,-0.195,1.369,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.369
"75","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",43,1.78,-0.25,1.314,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.314
"76","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",46,1.705,-0.175,1.389,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.389
"77","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",48,1.735,-0.205,1.359,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.359
"78","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",50,1.71,-0.18,1.384,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.384
"79","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",53,1.735,-0.205,1.359,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.359
"80","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",56,1.695,-0.165,1.399,"",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.399
"81","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T2",58.8,1.69,-0.16,1.404,"east post",NA,NA,"",2021,0,58.8,1.384,1.404,1.384,1.404,0,0,0,1.404
"82","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",0,1.7,-0.17,1.394,"north post",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.394
"83","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",3,1.69,-0.16,1.404,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.404
"84","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",6,1.685,-0.155,1.409,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.409
"85","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",10,1.68,-0.15,1.414,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.414
"86","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",13,1.705,-0.175,1.389,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.389
"87","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",16,1.705,-0.175,1.389,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.389
"88","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",19,1.7,-0.17,1.394,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.394
"89","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",20,1.725,-0.195,1.369,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.369
"90","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",23,1.685,-0.155,1.409,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.409
"91","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",26,1.685,-0.155,1.409,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.409
"92","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",28,1.685,-0.155,1.409,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.409
"93","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",30,1.715,-0.185,1.379,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.379
"94","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",33,1.7,-0.17,1.394,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.394
"95","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",36,1.67,-0.14,1.424,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.424
"96","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",38,1.705,-0.175,1.389,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.389
"97","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",40,1.695,-0.165,1.399,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.399
"98","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",43,1.705,-0.175,1.389,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.389
"99","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",46,1.67,-0.14,1.424,"",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.424
"100","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T3",49,1.7,-0.17,1.394,"south post",NA,NA,"",2021,0,49,1.394,1.394,1.394,1.394,0,0,0,1.394
"101","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",0,1.605,-0.075,1.489,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.489
"102","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",3,1.685,-0.155,1.409,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.409
"103","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",6,1.67,-0.14,1.424,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.424
"104","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",8,1.655,-0.125,1.439,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.439
"105","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",10,1.705,-0.175,1.389,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.389
"106","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",13,1.69,-0.16,1.404,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.404
"107","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",16,1.7,-0.17,1.394,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.394
"108","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",18,1.675,-0.145,1.419,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.419
"109","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",20,1.725,-0.195,1.369,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.369
"110","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",23,1.715,-0.185,1.379,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.379
"111","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",26,1.695,-0.165,1.399,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.399
"112","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",28,1.72,-0.19,1.374,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.374
"113","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",30,1.725,-0.195,1.369,"east post",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.369
"114","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",33,1.715,-0.185,1.379,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.379
"115","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",36,1.71,-0.18,1.384,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.384
"116","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",38,1.715,-0.185,1.379,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.379
"117","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",40,1.73,-0.2,1.364,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.364
"118","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",43,1.695,-0.165,1.399,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.399
"119","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",46,1.69,-0.16,1.404,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.404
"120","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",49,1.705,-0.175,1.389,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.389
"121","7/26/2021",2021,"Massachusetts","Old Town Hill","","Drainage Enhancement (SC1)","Runnel","T4",51,1.705,-0.175,1.389,"",NA,NA,"",2021,0,52.8,1.489,1.399,1.489,1.399,0,0,0,1.389
