"","Date","Season","State","Salt_Marsh","SubSite","Site_Treatment","Overall_Treatment","Transect","Distance_m","Depth_m","Depth_to_Benchmark_m","elevation","Description","year1","year1_transect_start","year1_transect_end","year1_transect_start_elev","year1_transect_end_elev","transect_start_elev","transect_end_elev","transect_start_diff","transect_end_diff","transect_endpoints_avg","elev_corrected"
"56","9/20/2021",2021,"Rhode Island","Jacobs Point","","Reference","Reference","T2",16,1.655,-0.22,0.827,"",2021,0,24,0.562,0.832,0.562,0.832,0,0,0,0.827
"57","9/20/2021",2021,"Rhode Island","Jacobs Point","","Reference","Reference","T2",18,1.66,-0.225,0.822,"",2021,0,24,0.562,0.832,0.562,0.832,0,0,0,0.822
"58","9/20/2021",2021,"Rhode Island","Jacobs Point","","Reference","Reference","T2",20,1.67,-0.235,0.812,"",2021,0,24,0.562,0.832,0.562,0.832,0,0,0,0.812
"59","9/20/2021",2021,"Rhode Island","Jacobs Point","","Reference","Reference","T2",22,1.66,-0.225,0.822,"",2021,0,24,0.562,0.832,0.562,0.832,0,0,0,0.822
"60","9/20/2021",2021,"Rhode Island","Jacobs Point","","Reference","Reference","T2",24,1.65,-0.215,0.832,"west post",2021,0,24,0.562,0.832,0.562,0.832,0,0,0,0.832
"61","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",0,1.635,-0.2,0.847,"west post",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.847
"62","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",1.5,1.63,-0.195,0.852,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.852
"63","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",2,1.71,-0.275,0.772,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.772
"64","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",3,1.63,-0.195,0.852,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.852
"65","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",4,1.66,-0.225,0.822,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.822
"66","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",4.5,1.62,-0.185,0.862,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.862
"67","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",6,1.62,-0.185,0.862,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.862
"68","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",7.3,1.675,-0.24,0.807,"pool edge",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.807
"69","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",7.5,1.59,-0.155,0.892,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.892
"70","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",8,1.685,-0.25,0.797,"pool center",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.797
"71","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",8.4,1.56,-0.125,0.922,"runnel edge",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.922
"72","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",9,1.845,-0.41,0.637,"runnel center",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.637
"73","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",9.1,1.645,-0.21,0.837,"pool edge",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.837
"74","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",10,1.62,-0.185,0.862,"runnel edge",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.862
"75","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",10,1.665,-0.23,0.817,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.817
"76","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",10.5,1.55,-0.115,0.932,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.932
"77","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",11.2,1.64,-0.205,0.842,"runnel edge",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.842
"78","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",11.6,1.78,-0.345,0.702,"runnel center",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.702
"79","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",12,1.615,-0.18,0.867,"runnel edge",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.867
"80","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",13.5,1.615,-0.18,0.867,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.867
"81","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",14,1.645,-0.21,0.837,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.837
"82","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",15,1.585,-0.15,0.897,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.897
"83","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",16,1.66,-0.225,0.822,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.822
"84","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",16.5,1.595,-0.16,0.887,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.887
"85","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",18,1.545,-0.11,0.937,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.937
"86","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",18,1.66,-0.225,0.822,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.822
"87","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",19.5,1.55,-0.115,0.932,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.932
"88","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",20,1.665,-0.23,0.817,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.817
"89","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",21,1.54,-0.105,0.942,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.942
"90","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",22,1.505,-0.07,0.977,"east post",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.977
"91","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",24,1.66,-0.225,0.822,"",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.822
"92","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T1",25,1.68,-0.245,0.802,"west post",2021,0,25,0.847,0.802,0.847,0.802,0,0,0,0.802
"93","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",0,1.96,-0.485,0.562,"west post",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.562
"94","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",2,1.795,-0.32,0.727,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.727
"95","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",3,1.805,-0.33,0.717,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.717
"96","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",4,1.78,-0.305,0.742,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.742
"97","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",6,1.78,-0.305,0.742,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.742
"98","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",7,1.77,-0.295,0.752,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.752
"99","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",8,1.765,-0.29,0.757,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.757
"100","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",10,1.75,-0.275,0.772,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.772
"101","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",12,1.755,-0.28,0.767,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.767
"102","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",14,1.745,-0.27,0.777,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.777
"103","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",14,1.795,-0.32,0.727,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.727
"104","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",16,1.74,-0.265,0.782,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.782
"105","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",17,1.78,-0.305,0.742,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.742
"106","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",18,1.75,-0.275,0.772,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.772
"107","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",20,1.73,-0.255,0.792,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.792
"108","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",21,1.77,-0.295,0.752,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.752
"109","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",22,1.71,-0.235,0.812,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.812
"110","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",24,1.725,-0.25,0.797,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.797
"111","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",24,1.75,-0.275,0.772,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.772
"112","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",25,1.8,-0.325,0.722,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.722
"113","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",26,1.705,-0.23,0.817,"east post",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.817
"114","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",28,1.745,-0.27,0.777,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.777
"115","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",31,1.7,-0.225,0.822,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.822
"116","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",35,1.675,-0.2,0.847,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.847
"117","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",35.7,1.715,-0.24,0.807,"runnel edge",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.807
"118","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",36,1.97,-0.495,0.552,"runnel center",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.552
"119","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",36.5,1.71,-0.235,0.812,"runnel edge",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.812
"120","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",38,1.69,-0.215,0.832,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.832
"121","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",42,1.655,-0.18,0.867,"",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.867
"122","9/20/2021",2021,"Rhode Island","Jacobs Point","","Runnel","Runnel","T2",45,1.565,-0.09,0.957,"east post",2021,0,45,0.562,0.957,0.562,0.957,0,0,0,0.957
"123","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",0,2.08,-0.6,0.41,"creek edge, E post",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.527
"124","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",2,1.78,-0.3,0.71,"TM",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.827
"125","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",4,1.7,-0.22,0.79,"TM",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.907
"126","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",6,1.67,-0.19,0.82,"TM",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.937
"127","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",7.3,1.655,-0.175,0.835,"TM",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.952
"128","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",8,1.72,-0.24,0.77,"panne, wet",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.887
"129","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",9.1,1.67,-0.19,0.82,"panne edge",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.937
"130","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",10,1.68,-0.2,0.81,"TM",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.927
"131","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",12,1.675,-0.195,0.815,"TM",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.932
"132","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",14,1.67,-0.19,0.82,"TM",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.937
"133","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",16,1.66,-0.18,0.83,"panne",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.947
"134","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",18,1.68,-0.2,0.81,"panne",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.927
"135","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",20,1.69,-0.21,0.8,"panne, wet",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.917
"136","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",22,1.68,-0.2,0.81,"HM, adjacent to pool",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.927
"137","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",24,1.685,-0.205,0.805,"HM, adjacent to pool",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.922
"138","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T1",25,1.69,-0.21,0.8,"HM",2021,0,25,0.642,0.802,0.41,0.8,-0.232,-0.002,-0.117,0.917
"139","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T2",0,1.985,-0.505,0.505,"LM, W post",2021,0,26,0.562,0.817,0.505,0.775,-0.0570000000000001,-0.0419999999999999,-0.0495,0.554
"140","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T2",2,1.765,-0.285,0.725,"TM",2021,0,26,0.562,0.817,0.505,0.775,-0.0570000000000001,-0.0419999999999999,-0.0495,0.774
"141","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T2",4,1.745,-0.265,0.745,"TM",2021,0,26,0.562,0.817,0.505,0.775,-0.0570000000000001,-0.0419999999999999,-0.0495,0.794
"142","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T2",6,1.75,-0.27,0.74,"TM",2021,0,26,0.562,0.817,0.505,0.775,-0.0570000000000001,-0.0419999999999999,-0.0495,0.789
"143","7/22/2024",2024,"Rhode Island","Jacobs Point","","No Action","No Action","T2",8,1.745,-0.265,0.745,"panne",2021,0,26,0.562,0.817,0.505,0.775,-0.0570000000000001,-0.0419999999999999,-0.0495,0.794
