"","Date","Season","State","Salt_Marsh","SubSite","Site_Treatment","Overall_Treatment","Transect","Distance_m","Depth_m","Depth_to_Benchmark_m","elevation","Description","year1","year1_transect_start","year1_transect_end","year1_transect_start_elev","year1_transect_end_elev","transect_start_elev","transect_end_elev","transect_start_diff","transect_end_diff","transect_endpoints_avg","elev_corrected"
"40","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T1",38.3,1.7,-0.19,0.512,"PANNE EDGE",2022,0,50,0.44,0.525,0.532,0.637,0.092,0.112,0.102,0.41
"41","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T1",39,1.665,-0.155,0.547,"PANNE EDGE / HM",2022,0,50,0.44,0.525,0.532,0.637,0.092,0.112,0.102,0.445
"42","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T1",40,1.595,-0.085,0.617,"HM RIDGE",2022,0,50,0.44,0.525,0.532,0.637,0.092,0.112,0.102,0.515
"43","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T1",41.7,1.72,-0.21,0.492,"PANNE EDGE / POOL",2022,0,50,0.44,0.525,0.532,0.637,0.092,0.112,0.102,0.39
"44","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T1",42.7,1.78,-0.27,0.432,"POOL",2022,0,50,0.44,0.525,0.532,0.637,0.092,0.112,0.102,0.33
"45","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T1",44.2,1.73,-0.22,0.482,"PANNE EDGE / POOL",2022,0,50,0.44,0.525,0.532,0.637,0.092,0.112,0.102,0.38
"46","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T1",45,1.66,-0.15,0.552,"PANNE",2022,0,50,0.44,0.525,0.532,0.637,0.092,0.112,0.102,0.45
"47","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T1",50,1.575,-0.065,0.637,"HM RIDGE ",2022,0,50,0.44,0.525,0.532,0.637,0.092,0.112,0.102,0.535
"48","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",0,1.68,-0.17,0.532,"N POST / HM",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.442
"49","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",5,1.655,-0.145,0.557,"HM",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.468
"50","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",10,1.695,-0.185,0.517,"PANNE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.428
"51","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",15,1.68,-0.17,0.532,"PANNE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.442
"52","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",20,1.68,-0.17,0.532,"PANNE EDGE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.442
"53","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",23,1.66,-0.15,0.552,"PANNE PATCH IN POOL",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.462
"54","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",25,1.75,-0.24,0.462,"POOL",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.373
"55","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",27.2,1.765,-0.255,0.447,"PANNE PATCH",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.358
"56","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",30,1.795,-0.285,0.417,"POOL",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.328
"57","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",33,1.765,-0.255,0.447,"POOL EDGE / PANNE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.358
"58","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",33.8,1.66,-0.15,0.552,"PANNE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.462
"59","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",35,1.685,-0.175,0.527,"PANNE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.438
"60","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",37,1.66,-0.15,0.552,"PANNE EDGE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.462
"61","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",37.1,1.76,-0.25,0.452,"POOL EDGE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.363
"62","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",40,1.83,-0.32,0.382,"POOL",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.292
"63","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",42.3,1.81,-0.3,0.402,"POOL EDGE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.312
"64","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",42.7,1.68,-0.17,0.532,"PANNE EDGE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.442
"65","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",43.9,1.63,-0.12,0.582,"HM PANNE EDGE",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.492
"66","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",45,1.625,-0.115,0.587,"HM",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.497
"67","7/16/2024",2024,"Rhode Island","Canonchet","","No Action","No Action","T2",50,1.605,-0.095,0.607,"PHAUS EDGE / HM / S POST ",2022,0,50,0.45,0.51,0.532,0.607,0.082,0.097,0.0895,0.517
"68","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",0,1.82,-0.54,0.215,"East post/ LM",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.215
"69","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",4,1.715,-0.435,0.32,"LM",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.32
"70","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",8,1.66,-0.38,0.375,"Trans",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.375
"71","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",12,1.655,-0.375,0.38,"HM",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.38
"72","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",16,1.63,-0.35,0.405,"panne",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.405
"73","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",20,1.625,-0.345,0.41,"panne",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.41
"74","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",24,1.61,-0.33,0.425,"HM",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.425
"75","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",28,1.57,-0.29,0.465,"HM",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.465
"76","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",32,1.57,-0.29,0.465,"HM",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.465
"77","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",36,1.56,-0.28,0.475,"HM",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.475
"78","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T1",40,1.45,-0.17,0.585,"West post / HM",2022,0,40,0.215,0.585,0.215,0.585,0,0,0,0.585
"79","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",0,1.735,-0.455,0.3,"East post / Trans",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.3
"80","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",5,1.645,-0.365,0.39,"HM",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.39
"81","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",10,1.61,-0.33,0.425,"HM",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.425
"82","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",15,1.595,-0.315,0.44,"start of panne",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.44
"83","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",20,1.595,-0.315,0.44,"HM",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.44
"84","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",25,1.6,-0.32,0.435,"HM",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.435
"85","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",30,1.6,-0.32,0.435,"HM",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.435
"86","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",35,1.605,-0.325,0.43,"panne",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.43
"87","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",40,1.595,-0.315,0.44,"panne",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.44
"88","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",45,1.605,-0.325,0.43,"panne",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.43
"89","8/8/2022",2022,"Rhode Island","Canonchet","","Reference","Reference","T2",50,1.58,-0.3,0.455,"West stake / HM",2022,0,50,0.3,0.455,0.3,0.455,0,0,0,0.455
"90","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",0,1.845,-0.52,0.223,"E POST / LM",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.222
"91","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",4,1.735,-0.41,0.333,"TRANS",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.332
"92","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",8,1.68,-0.355,0.388,"HM",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.388
"93","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",12,1.66,-0.335,0.408,"HM",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.408
"94","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",16,1.65,-0.325,0.418,"TRANS",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.418
"95","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",20,1.65,-0.325,0.418,"TRANS",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.418
"96","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",24,1.64,-0.315,0.428,"TRANS",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.428
"97","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",28,1.61,-0.285,0.458,"TRANS",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.458
"98","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",32,1.65,-0.325,0.418,"PANNE DEPRESSION",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.418
"99","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",36,1.565,-0.24,0.503,"HM",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.502
"100","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T1",40,1.49,-0.165,0.578,"W POST / HM",2022,0,40,0.215,0.585,0.223,0.578,0.00800000000000001,-0.00700000000000001,5e-04,0.577
"101","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",0,1.765,-0.44,0.303,"E POST / LM",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.3
"102","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",5,1.67,-0.345,0.398,"HM",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.395
"103","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",10,1.635,-0.31,0.433,"HM",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.43
"104","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",15,1.63,-0.305,0.438,"PANNE",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.435
"105","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",20,1.63,-0.305,0.438,"TRANS",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.435
"106","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",25,1.625,-0.3,0.443,"TRANS",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.44
"107","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",30,1.635,-0.31,0.433,"TRANS",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.43
"108","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",35,1.63,-0.305,0.438,"TRANS",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.435
"109","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",40,1.625,-0.3,0.443,"TRANS",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.44
"110","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",45,1.62,-0.295,0.448,"TRANS",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.445
"111","7/16/2024",2024,"Rhode Island","Canonchet","","Reference","Reference","T2",50,1.61,-0.285,0.458,"W POST / TRANS",2022,0,50,0.3,0.455,0.303,0.458,0.003,0.003,0.003,0.455
"112","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",0,1.625,-0.165,0.439,"North Stake / HM",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.439
"113","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",5,1.62,-0.16,0.444,"HM",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.444
"114","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",10,1.64,-0.18,0.424,"veg panne",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.424
"115","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",15,1.63,-0.17,0.434,"veg panne",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.434
"116","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",20,1.65,-0.19,0.414,"veg panne",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.414
"117","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",25,1.665,-0.205,0.399,"veg panne",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.399
"118","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",29.2,1.655,-0.195,0.409,"edge of runnel",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.409
"119","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",29.4,1.775,-0.315,0.289,"runnel center",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.289
"120","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",29.8,1.665,-0.205,0.399,"edge of runnel",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.399
"121","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",30,1.66,-0.2,0.404,"veg panne",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.404
"122","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",32.8,1.78,-0.32,0.284,"small runnel",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.284
"123","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",35,1.655,-0.195,0.409,"panne",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.409
"124","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",40,1.65,-0.19,0.414,"panne",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.414
"125","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",45,1.57,-0.11,0.494,"Agilinus/ panne",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.494
"126","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",47.4,1.54,-0.08,0.524,"edge of HM",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.524
"127","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T1",50,1.5,-0.04,0.564,"South stake / Frag",2022,0,50,0.439,0.564,0.439,0.564,0,0,0,0.564
"128","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",0,1.635,-0.175,0.429,"North stake / HM",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.429
"129","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",5,1.64,-0.18,0.424,"HM",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.424
"130","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",10,1.655,-0.195,0.409,"Agilinus/ panne",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.409
"131","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",12,1.65,-0.19,0.414,"HM",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.414
"132","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",14.2,1.78,-0.32,0.284,"upper runnel edge",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.284
"133","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",14.5,1.96,-0.5,0.104,"lower runnel edge",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.104
"134","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",14.7,2.04,-0.58,0.024,"runnel center",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.024
"135","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",14.9,1.96,-0.5,0.104,"lower runnel edge",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.104
"136","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",15,1.725,-0.265,0.339,"upper runnel edge",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.339
"137","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",20,1.625,-0.165,0.439,"HM",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.439
"138","8/8/2022",2022,"Rhode Island","Canonchet","","Runnel","Runnel","T2",25,1.65,-0.19,0.414,"panne",2022,0,50,0.429,0.499,0.429,0.499,0,0,0,0.414
