"","Date","Year","State","Site","SubSite","Overall_Treatment","Transect","Distance_m","Depth_m","Depth_to_Benchmark_m","elevation","Description","Site_Treatment","year1","year1_transect_start","year1_transect_end","year1_transect_start_elev","year1_transect_end_elev","transect_start_elev","transect_end_elev","transect_start_diff","transect_end_diff","transect_endpoints_avg","elev_corrected"
"22","9/27/2022",2022,"MA","Essex","South","Runnel","T1",31.2,2.15,-1.42,0.976,"Bottom edge of pool","Essex - South - Runnel",2022,0,50,1.391,0.921,1.391,0.921,0,0,0,0.976
"23","9/27/2022",2022,"MA","Essex","South","Runnel","T1",33,2.15,-1.42,0.976,"Pool","Essex - South - Runnel",2022,0,50,1.391,0.921,1.391,0.921,0,0,0,0.976
"24","9/27/2022",2022,"MA","Essex","South","Runnel","T1",35,2.19,-1.46,0.936,"Pool","Essex - South - Runnel",2022,0,50,1.391,0.921,1.391,0.921,0,0,0,0.936
"25","9/27/2022",2022,"MA","Essex","South","Runnel","T1",46,2.55,-1.82,0.576,"Pool","Essex - South - Runnel",2022,0,50,1.391,0.921,1.391,0.921,0,0,0,0.576
"26","9/27/2022",2022,"MA","Essex","South","Runnel","T1",50,2.205,-1.475,0.921,"North Post (Pool)","Essex - South - Runnel",2022,0,50,1.391,0.921,1.391,0.921,0,0,0,0.921
"27","9/27/2022",2022,"MA","Essex","South","Runnel","T2",0,1.745,-1.015,1.381,"South post (High)","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.381
"28","9/27/2022",2022,"MA","Essex","South","Runnel","T2",3,1.67,-0.94,1.456,"High","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.456
"29","9/27/2022",2022,"MA","Essex","South","Runnel","T2",6,1.66,-0.93,1.466,"High","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.466
"30","9/27/2022",2022,"MA","Essex","South","Runnel","T2",10,1.65,-0.92,1.476,"High","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.476
"31","9/27/2022",2022,"MA","Essex","South","Runnel","T2",13,1.635,-0.905,1.491,"High","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.491
"32","9/27/2022",2022,"MA","Essex","South","Runnel","T2",16,1.65,-0.92,1.476,"High","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.476
"33","9/27/2022",2022,"MA","Essex","South","Runnel","T2",20,1.75,-1.02,1.376,"pool edge","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.376
"34","9/27/2022",2022,"MA","Essex","South","Runnel","T2",21.2,1.8,-1.07,1.326,"pool edge","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.326
"35","9/27/2022",2022,"MA","Essex","South","Runnel","T2",21.3,1.865,-1.135,1.261,"Bottom edge of pool","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.261
"36","9/27/2022",2022,"MA","Essex","South","Runnel","T2",23,1.85,-1.12,1.276,"Pool","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.276
"37","9/27/2022",2022,"MA","Essex","South","Runnel","T2",25,1.875,-1.145,1.251,"Pool/Panne","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.251
"38","9/27/2022",2022,"MA","Essex","South","Runnel","T2",26,1.855,-1.125,1.271,"GW/panne","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.271
"39","9/27/2022",2022,"MA","Essex","South","Runnel","T2",28,1.88,-1.15,1.246,"Pool/Panne","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.246
"40","9/27/2022",2022,"MA","Essex","South","Runnel","T2",30,1.93,-1.2,1.196,"Pool/Panne","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.196
"41","9/27/2022",2022,"MA","Essex","South","Runnel","T2",33,1.94,-1.21,1.186,"Pool/Panne","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.186
"42","9/27/2022",2022,"MA","Essex","South","Runnel","T2",36,2.05,-1.32,1.076,"Pool/Panne","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.076
"43","9/27/2022",2022,"MA","Essex","South","Runnel","T2",40,2.09,-1.36,1.036,"veg edge pool","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.036
"44","9/27/2022",2022,"MA","Essex","South","Runnel","T2",43.6,1.88,-1.15,1.246,"pool edge","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.246
"45","9/27/2022",2022,"MA","Essex","South","Runnel","T2",43.8,1.725,-0.995,1.401,"pool edge","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.401
"46","9/27/2022",2022,"MA","Essex","South","Runnel","T2",45,1.695,-0.965,1.431,"Iva island","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.431
"47","9/27/2022",2022,"MA","Essex","South","Runnel","T2",48.6,1.71,-0.98,1.416,"North Post (High)","Essex - South - Runnel",2022,0,48.6,1.381,1.416,1.381,1.416,0,0,0,1.416
"48","9/27/2022",2022,"MA","Essex","South","No Action","T1",0,1.66,-0.055,1.487,"South post (High)","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.487
"49","9/27/2022",2022,"MA","Essex","South","No Action","T1",3,1.655,-0.05,1.492,"High","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.492
"50","9/27/2022",2022,"MA","Essex","South","No Action","T1",6,1.665,-0.06,1.482,"panne","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.482
"51","9/27/2022",2022,"MA","Essex","South","No Action","T1",10,1.66,-0.055,1.487,"High","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.487
"52","9/27/2022",2022,"MA","Essex","South","No Action","T1",13,1.655,-0.05,1.492,"High","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.492
"53","9/27/2022",2022,"MA","Essex","South","No Action","T1",16,1.66,-0.055,1.487,"High","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.487
"54","9/27/2022",2022,"MA","Essex","South","No Action","T1",20,1.655,-0.05,1.492,"High","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.492
"55","9/27/2022",2022,"MA","Essex","South","No Action","T1",23,1.655,-0.05,1.492,"High","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.492
"56","9/27/2022",2022,"MA","Essex","South","No Action","T1",26,1.67,-0.065,1.477,"High","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.477
"57","9/27/2022",2022,"MA","Essex","South","No Action","T1",27.7,1.68,-0.075,1.467,"High","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.467
"58","9/27/2022",2022,"MA","Essex","South","No Action","T1",28.3,1.92,-0.315,1.227,"in pool","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.227
"59","9/27/2022",2022,"MA","Essex","South","No Action","T1",30,1.935,-0.33,1.212,"pool","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.212
"60","9/27/2022",2022,"MA","Essex","South","No Action","T1",32.3,1.93,-0.325,1.217,"Bottom edge of pool","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.217
"61","9/27/2022",2022,"MA","Essex","South","No Action","T1",32.6,1.7,-0.095,1.447,"Top edge pool","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.447
"62","9/27/2022",2022,"MA","Essex","South","No Action","T1",33,1.67,-0.065,1.477,"island","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.477
"63","9/27/2022",2022,"MA","Essex","South","No Action","T1",35.5,1.67,-0.065,1.477,"island","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.477
"64","9/27/2022",2022,"MA","Essex","South","No Action","T1",35.8,1.71,-0.105,1.437,"pool edge","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.437
"65","9/27/2022",2022,"MA","Essex","South","No Action","T1",36.1,1.82,-0.215,1.327,"Pool","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.327
"66","9/27/2022",2022,"MA","Essex","South","No Action","T1",39,1.88,-0.275,1.267,"Pool","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.267
"67","9/27/2022",2022,"MA","Essex","South","No Action","T1",40,1.645,-0.04,1.502,"Top edge pool","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.502
"68","9/27/2022",2022,"MA","Essex","South","No Action","T1",43,1.655,-0.05,1.492,"North Post (High)","Essex - South - No Action",2022,0,43,1.487,1.492,1.487,1.492,0,0,0,1.492
"69","9/27/2022",2022,"MA","Essex","South","No Action","T2",0,1.86,-0.255,1.287,"South post (High)","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.287
"70","9/27/2022",2022,"MA","Essex","South","No Action","T2",3,1.79,-0.185,1.357,"High","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.357
"71","9/27/2022",2022,"MA","Essex","South","No Action","T2",6,1.74,-0.135,1.407,"High","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.407
"72","9/27/2022",2022,"MA","Essex","South","No Action","T2",10,1.7,-0.095,1.447,"High","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.447
"73","9/27/2022",2022,"MA","Essex","South","No Action","T2",13,1.67,-0.065,1.477,"High","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.477
"74","9/27/2022",2022,"MA","Essex","South","No Action","T2",16,1.65,-0.045,1.497,"High","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.497
"75","9/27/2022",2022,"MA","Essex","South","No Action","T2",20,1.64,-0.035,1.507,"High","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.507
"76","9/27/2022",2022,"MA","Essex","South","No Action","T2",22.1,1.645,-0.04,1.502,"Top edge pool","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.502
"77","9/27/2022",2022,"MA","Essex","South","No Action","T2",23,1.625,-0.02,1.522,"Bottom edge of pool","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.522
"78","9/27/2022",2022,"MA","Essex","South","No Action","T2",25.5,1.94,-0.335,1.207,"North Post (Pool)","Essex - South - No Action",2022,0,25.5,1.287,1.207,1.287,1.207,0,0,0,1.207
"79","9/27/2022",2022,"MA","Essex","North","Runnel","T1",0,1.71,-0.61,1.541,"North Post (High)","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.541
"80","9/27/2022",2022,"MA","Essex","North","Runnel","T1",1.9,1.705,-0.605,1.546,"HM -> panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.546
"81","9/27/2022",2022,"MA","Essex","North","Runnel","T1",5,1.715,-0.615,1.536,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.536
"82","9/27/2022",2022,"MA","Essex","North","Runnel","T1",8,1.7,-0.6,1.551,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.551
"83","9/27/2022",2022,"MA","Essex","North","Runnel","T1",10,1.7,-0.6,1.551,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.551
"84","9/27/2022",2022,"MA","Essex","North","Runnel","T1",13,1.71,-0.61,1.541,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.541
"85","9/27/2022",2022,"MA","Essex","North","Runnel","T1",15.8,1.735,-0.635,1.516,"Top edge pool","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.516
"86","9/27/2022",2022,"MA","Essex","North","Runnel","T1",16,1.795,-0.695,1.456,"Bottom edge of pool","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.456
"87","9/27/2022",2022,"MA","Essex","North","Runnel","T1",18.3,1.79,-0.69,1.461,"Bottom edge of pool","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.461
"88","9/27/2022",2022,"MA","Essex","North","Runnel","T1",18.6,1.725,-0.625,1.526,"Top edge pool","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.526
"89","9/27/2022",2022,"MA","Essex","North","Runnel","T1",20,1.7,-0.6,1.551,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.551
"90","9/27/2022",2022,"MA","Essex","North","Runnel","T1",23,1.695,-0.595,1.556,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.556
"91","9/27/2022",2022,"MA","Essex","North","Runnel","T1",26,1.7,-0.6,1.551,"panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.551
"92","9/27/2022",2022,"MA","Essex","North","Runnel","T1",26.5,1.8,-0.7,1.451,"pool","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.451
"93","9/27/2022",2022,"MA","Essex","North","Runnel","T1",30,1.775,-0.675,1.476,"pool","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.476
"94","9/27/2022",2022,"MA","Essex","North","Runnel","T1",30.3,1.68,-0.58,1.571,"pool edge","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.571
"95","9/27/2022",2022,"MA","Essex","North","Runnel","T1",33,1.75,-0.65,1.501,"panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.501
"96","9/27/2022",2022,"MA","Essex","North","Runnel","T1",36,1.87,-0.77,1.381,"Pool (gentle slope)","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.381
"97","9/27/2022",2022,"MA","Essex","North","Runnel","T1",40,1.9,-0.8,1.351,"pool","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.351
"98","9/27/2022",2022,"MA","Essex","North","Runnel","T1",41.2,1.705,-0.605,1.546,"pool edge","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.546
"99","9/27/2022",2022,"MA","Essex","North","Runnel","T1",41.4,1.705,-0.605,1.546,"pool edge","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.546
"100","9/27/2022",2022,"MA","Essex","North","Runnel","T1",44,1.715,-0.615,1.536,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.536
"101","9/27/2022",2022,"MA","Essex","North","Runnel","T1",47,1.705,-0.605,1.546,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.546
"102","9/27/2022",2022,"MA","Essex","North","Runnel","T1",50,1.7,-0.6,1.551,"trans","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.551
"103","9/27/2022",2022,"MA","Essex","North","Runnel","T1",51.1,1.705,-0.605,1.546,"GW","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.546
"104","9/27/2022",2022,"MA","Essex","North","Runnel","T1",54,1.68,-0.58,1.571,"Panne","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.571
"105","9/27/2022",2022,"MA","Essex","North","Runnel","T1",56.6,1.665,-0.565,1.586,"South Post (Panne)","Essex - North - Runnel",2022,0,56.6,1.541,1.586,1.541,1.586,0,0,0,1.586
"106","9/27/2022",2022,"MA","Essex","North","Runnel","T2",0,1.82,-0.72,1.431,"North Post (High)","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.431
"107","9/27/2022",2022,"MA","Essex","North","Runnel","T2",3,1.78,-0.68,1.471,"High","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.471
"108","9/27/2022",2022,"MA","Essex","North","Runnel","T2",6,1.74,-0.64,1.511,"Trans","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.511
"109","9/27/2022",2022,"MA","Essex","North","Runnel","T2",10,1.73,-0.63,1.521,"panne","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.521
"110","9/27/2022",2022,"MA","Essex","North","Runnel","T2",12.2,1.61,-0.51,1.641,"SALS Island","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.641
"111","9/27/2022",2022,"MA","Essex","North","Runnel","T2",13,1.74,-0.64,1.511,"Panne","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.511
"112","9/27/2022",2022,"MA","Essex","North","Runnel","T2",16,1.73,-0.63,1.521,"Top edge pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.521
"113","9/27/2022",2022,"MA","Essex","North","Runnel","T2",16.2,1.89,-0.79,1.361,"Bottom edge of pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.361
"114","9/27/2022",2022,"MA","Essex","North","Runnel","T2",16.9,1.805,-0.705,1.446,"Bottom edge of pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.446
"115","9/27/2022",2022,"MA","Essex","North","Runnel","T2",17.1,1.715,-0.615,1.536,"Top edge pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.536
"116","9/27/2022",2022,"MA","Essex","North","Runnel","T2",20,1.79,-0.69,1.461,"Top edge pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.461
"117","9/27/2022",2022,"MA","Essex","North","Runnel","T2",21.7,1.73,-0.63,1.521,"pool edge","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.521
"118","9/27/2022",2022,"MA","Essex","North","Runnel","T2",21.8,2.05,-0.95,1.201,"pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.201
"119","9/27/2022",2022,"MA","Essex","North","Runnel","T2",24,1.72,-0.62,1.531,"veg panne","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.531
"120","9/27/2022",2022,"MA","Essex","North","Runnel","T2",27,1.71,-0.61,1.541,"pool edge","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.541
"121","9/27/2022",2022,"MA","Essex","North","Runnel","T2",27.7,2.01,-0.91,1.241,"pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.241
"122","9/27/2022",2022,"MA","Essex","North","Runnel","T2",30,1.99,-0.89,1.261,"pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.261
"123","9/27/2022",2022,"MA","Essex","North","Runnel","T2",31,1.7,-0.6,1.551,"Top edge pool","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.551
"124","9/27/2022",2022,"MA","Essex","North","Runnel","T2",34,1.69,-0.59,1.561,"South Post (Panne)","Essex - North - Runnel",2022,0,34,1.431,1.561,1.431,1.561,0,0,0,1.561
"125","9/27/2022",2022,"MA","Essex","North","No Action","T1",0,1.675,-0.65,1.501,"East Post (High)","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.501
"126","9/27/2022",2022,"MA","Essex","North","No Action","T1",3,1.64,-0.615,1.536,"High","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.536
"127","9/27/2022",2022,"MA","Essex","North","No Action","T1",6,1.62,-0.595,1.556,"Trans","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.556
"128","9/27/2022",2022,"MA","Essex","North","No Action","T1",9,1.63,-0.605,1.546,"Trans","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.546
"129","9/27/2022",2022,"MA","Essex","North","No Action","T1",10,1.62,-0.595,1.556,"Trans","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.556
"130","9/27/2022",2022,"MA","Essex","North","No Action","T1",13,1.62,-0.595,1.556,"Panne","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.556
"131","9/27/2022",2022,"MA","Essex","North","No Action","T1",16,1.625,-0.6,1.551,"Panne","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.551
"132","9/27/2022",2022,"MA","Essex","North","No Action","T1",20,1.64,-0.615,1.536,"Panne","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.536
"133","9/27/2022",2022,"MA","Essex","North","No Action","T1",23.8,1.655,-0.63,1.521,"Top edge pool","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.521
"134","9/27/2022",2022,"MA","Essex","North","No Action","T1",24,1.77,-0.745,1.406,"Bottom edge of pool","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.406
"135","9/27/2022",2022,"MA","Essex","North","No Action","T1",25.8,1.97,-0.945,1.206,"West Post (Pool)","Essex - North - No Action",2022,0,25.8,1.501,1.206,1.501,1.206,0,0,0,1.206
"136","9/27/2022",2022,"MA","Essex","North","No Action","T2",0,1.685,-0.66,1.491,"East Post (High)","Essex - North - No Action",2022,0,30,1.491,1.106,1.491,1.106,0,0,0,1.491
"137","9/27/2022",2022,"MA","Essex","North","No Action","T2",3,1.705,-0.68,1.471,"High","Essex - North - No Action",2022,0,30,1.491,1.106,1.491,1.106,0,0,0,1.471
"138","9/27/2022",2022,"MA","Essex","North","No Action","T2",6,1.79,-0.765,1.386,"High","Essex - North - No Action",2022,0,30,1.491,1.106,1.491,1.106,0,0,0,1.386
"139","9/27/2022",2022,"MA","Essex","North","No Action","T2",8,1.87,-0.845,1.306,"High","Essex - North - No Action",2022,0,30,1.491,1.106,1.491,1.106,0,0,0,1.306
"140","9/27/2022",2022,"MA","Essex","North","No Action","T2",8.3,1.965,-0.94,1.211,"ditch edge","Essex - North - No Action",2022,0,30,1.491,1.106,1.491,1.106,0,0,0,1.211
"141","9/27/2022",2022,"MA","Essex","North","No Action","T2",8.6,2.005,-0.98,1.171,"ditch edge","Essex - North - No Action",2022,0,30,1.491,1.106,1.491,1.106,0,0,0,1.171
