"","Site","Sub_Site","Site_SubSite","Overall_Treatment","Site_Treatment","Year","Year_0","Time_Since_Restoration","Tidal_Regime","Marsh_Condition","Transect","Distance_m","Impacted","Elevation","Local_Tideshed_ID","Study_Tideshed_ID","MUD","DEAD","WATER","WRACK","DITCH_FILL","ALGAL_MAT","GREEN_ALG","VAUCH","ASCO","SPALT","SPPAT","DISPI","JUGER","SADEP","AGMAR","AMCAN","ARANS","ATPAT","BAHAL","BOMAR","BOROB","CHRUB","ELROS","FERUB","IVFRU","JUBAL","LYNAS","LYMAR","MYPEN","PAVIR","PHAUS","PLMAR","PLODO","PORAM","PUMAR","RUMAR","SABIG","SOSEM","SPCAE","SPPEC","SPMAR","SULIN","SUMAR","SYSUB","SYTEN","TECAN","TRMAR","AGSTO","AMCANA","ASTER","CASEP","CAHOR","CUSCUTA","DICLA","ELPAL","ELREP","ELVIR","EUGRA","HIODO","JUVIR","LACTUCA","LYSAL","MEAQU","PACLA","PAQUI","SACAN","SCAME","SCPUN","SOLIDAGO","SYNOV","TORAD","TYANG","TYLAT","UNK","Canopy_Height_cm","Thatch_cm","abiotic_cover","live_cover","high_marsh_grams","salicornia","other","algae_cover","richness"
"34","Broad Cove","","Broad Cove","Reference","Broad Cove - Reference",2024,2017,7,"Microtidal","Panne","T2",16,"Yes",NA,"Broad Cove_4",2,0,4,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"0",4,96,86,0,10,0,4
"35","Broad Cove","","Broad Cove","Reference","Broad Cove - Reference",2024,2017,7,"Microtidal","Panne","T2",24,"Yes",NA,"Broad Cove_4",2,0,2,0,0,0,0,0,0,0,0,0,20,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,"6",2,98,96,0,2,0,3
"36","Broad Cove","","Broad Cove","Reference","Broad Cove - Reference",2024,2017,7,"Microtidal","Panne","T2",32,"Yes",NA,"Broad Cove_4",2,0,11,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,"0",11,89,45,0,44,0,4
"37","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T1",0,"Yes",0.329,"Winnapaug_13",176,5,15,0,0,0,0,0,0,0,10,13,25,0,5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"",20,80,38,5,27,0,6
"38","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T1",8,"Yes",0.269,"Winnapaug_13",176,30,5,0,0,0,0,0,0,0,30,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"",35,65,10,25,0,0,3
"39","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T1",16,"Yes",0.299,"Winnapaug_13",176,30,20,60,0,0,0,0,0,0,35,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"",50,50,0,15,60,0,2
"40","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T1",24,"Yes",0.294,"Winnapaug_13",176,0,15,0,0,0,0,0,0,0,80,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"",15,85,0,5,0,0,2
"41","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T2",0,"Yes",0.239,"Winnapaug_16",164,0,15,0,0,0,0,0,0,0,10,24,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"",15,85,54,20,1,0,5
"42","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T2",8,"Yes",0.104,"Winnapaug_16",164,50,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"",50,50,0,30,0,0,2
"43","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T2",16,"Yes",0.094,"Winnapaug_16",164,35,5,0,0,0,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"",40,60,0,40,0,0,2
"44","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T2",24,"Yes",0.209,"Winnapaug_16",164,40,10,0,0,0,0,0,0,0,29,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"",50,50,0,18,3,0,5
"45","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T2",32,"Yes",0.179,"Winnapaug_16",164,75,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"",75,25,0,10,0,0,2
"46","Winnapaug","","Winnapaug","Runnel","Winnapaug - Runnel",2021,2013,8,"Microtidal","Pool","T2",37,"Yes",0.239,"Winnapaug_16",164,15,0,0,0,0,0,0,0,0,10,25,25,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"",15,85,50,22,3,0,5
"47","Winnapaug","","Winnapaug","Reference","Winnapaug - Reference",2021,2013,8,"Microtidal","Pool","T1",0,"Yes",0.279,"Winnapaug_14",179,15,0,0,0,0,0,0,0,0,10,14,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"",15,85,74,0,1,0,4
"48","Winnapaug","","Winnapaug","Reference","Winnapaug - Reference",2021,2013,8,"Microtidal","Pool","T1",4,"Yes",0.249,"Winnapaug_14",179,0,20,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"",20,80,80,0,0,0,2
"49","Winnapaug","","Winnapaug","Reference","Winnapaug - Reference",2021,2013,8,"Microtidal","Pool","T1",8,"Yes",0.249,"Winnapaug_14",179,0,20,0,0,0,0,0,0,0,5,0,70,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"",20,80,70,3,2,0,4
"50","Winnapaug","","Winnapaug","Reference","Winnapaug - Reference",2021,2013,8,"Microtidal","Pool","T1",12,"Yes",0.319,"Winnapaug_14",179,0,14,0,15,0,0,0,0,0,0,13,30,10,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"",29,71,53,1,17,0,8
"51","Winnapaug","","Winnapaug","Reference","Winnapaug - Reference",2021,2013,8,"Microtidal","Pool","T2",0,"Yes",0.204,"Winnapaug_7",181,5,10,0,0,0,0,0,0,0,10,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"",15,85,75,0,0,0,3
"52","Winnapaug","","Winnapaug","Reference","Winnapaug - Reference",2021,2013,8,"Microtidal","Pool","T2",5,"Yes",0.254,"Winnapaug_7",181,0,15,0,0,0,0,0,0,0,3,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"",15,85,81,1,0,0,3
