RegionNum,State,Hexagon,PointID,Site,Treatment,Runnel_Year0,Point_X,Point_Y,SurveyMethod,VisitNum,SurveyWindow,SurveyDate,Year,Month,Day,Observer,Tide,SurveyTime,TempF,Sky,WindSp,Noise,AlphaCode,DistBand,TotalCountN,Min 1,Min 2,Min 3,Min 4,Min 5,Min 6,Min 7,Min 8,Min 9,Min 10,Min 11,Outside,Comments
2,MA,,BC REF,Broad Cove,REF,,-71.13286,41.79348,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,8:44,64,2,3,3,EUST,51-100m,2,1,0,0,1,0,0,0,0,0,0,0,0,
2,MA,,BC REF,Broad Cove,REF,,-71.13286,41.79348,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,8:44,64,2,3,3,GRYE,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,,BC REF,Broad Cove,REF,,-71.13286,41.79348,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,8:44,64,2,3,3,WILL,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,,BC REF,Broad Cove,REF,,-71.13286,41.79348,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,8:44,64,2,3,3,ALFL,0-50m,1,0,0,0,0,0,1,0,0,0,0,0,0,
2,MA,,BC REF,Broad Cove,REF,,-71.13286,41.79348,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,8:44,64,2,3,3,YEWA,0-50m,1,0,0,0,0,0,0,1,0,0,0,0,0,
2,MA,,BC REF,Broad Cove,REF,,-71.13286,41.79348,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,8:44,64,2,3,3,RWBL,51-100m,2,0,0,2,0,0,0,0,0,0,0,0,0,
2,MA,,BC RUN,Broad Cove,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,9:00,67,2,3,2,RWBL,0-50m,4,1,0,1,1,0,0,1,0,0,0,0,0,
2,MA,,BC RUN,Broad Cove,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,9:00,67,2,3,2,SOSP,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,BC RUN,Broad Cove,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,9:00,67,2,3,2,WOTH,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,BC RUN,Broad Cove,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,9:00,67,2,3,2,GRYE,51-100m,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,MA,,BC RUN,Broad Cove,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,9:00,67,2,3,2,ALFL,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,
2,MA,,BC RUN,Broad Cove,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,9:00,67,2,3,2,NOCA,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,
2,MA,,BC RUN,Broad Cove,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,9:00,67,2,3,2,OSPR,51-100m,1,0,0,0,0,0,0,1,0,0,0,0,0,Flyover/nest near runnel
2,MA,,BC RUN,Broad Cove,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/23/2022,2022,5,23,JLG,Low,9:00,67,2,3,2,RWBL,51-100m,2,0,0,0,0,0,0,0,0,0,0,2,0,
2,MA,,Essex RUN North,Essex,RUN,2022,-70.775369,42.651917,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:02,60,2,2,2,GREG,0-50m,9,9,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN North,Essex,RUN,2022,-70.775369,42.651917,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:02,60,2,2,2,SNEG,0-50m,9,9,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN North,Essex,RUN,2022,-70.775369,42.651917,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:02,60,2,2,2,RWBL,0-50m,6,5,0,1,0,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN North,Essex,RUN,2022,-70.775369,42.651917,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:02,60,2,2,2,AMRO,51-100m,2,0,2,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN North,Essex,RUN,2022,-70.775369,42.651917,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:02,60,2,2,2,YEWA,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN North,Essex,RUN,2022,-70.775369,42.651917,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:02,60,2,2,2,BLJA,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,,Essex RUN North,Essex,RUN,2022,-70.775369,42.651917,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:02,60,2,2,2,BCCH,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,,Essex RUN North,Essex,RUN,2022,-70.775369,42.651917,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:02,60,2,2,2,HOWR,51-100m,2,0,0,0,0,1,0,0,0,1,0,0,0,
2,MA,,Essex NAC North,Essex,NAC,,-70.776608,42.651283,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:17,61,2,3,3,RWBL,0-50m,5,4,0,0,0,0,1,0,0,0,0,0,0,
2,MA,,Essex NAC North,Essex,NAC,,-70.776608,42.651283,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:17,61,2,3,3,SNEG,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex NAC North,Essex,NAC,,-70.776608,42.651283,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:17,61,2,3,3,DCCO,51-100m,1,0,1,0,0,0,0,0,0,0,0,0,0,Flyover
2,MA,,Essex NAC North,Essex,NAC,,-70.776608,42.651283,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:17,61,2,3,3,AMRO,51-100m,2,0,0,0,2,0,0,0,0,0,0,0,0,
2,MA,,Essex NAC North,Essex,NAC,,-70.776608,42.651283,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:17,61,2,3,3,MODO,51-100m,2,0,0,0,0,2,0,0,0,0,0,0,0,
2,MA,,Essex NAC North,Essex,NAC,,-70.776608,42.651283,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:17,61,2,3,3,KILL,0-50m,2,0,0,0,0,0,0,1,0,0,0,1,0,
2,MA,,Essex NAC North,Essex,NAC,,-70.776608,42.651283,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:17,61,2,3,3,EUST,51-100m,1,0,0,0,0,0,0,0,1,0,0,0,0,
2,MA,,Essex NAC North,Essex,NAC,,-70.776608,42.651283,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:17,61,2,3,3,RWBL,51-100m,2,0,1,1,0,0,0,0,0,0,0,0,0,
2,MA,,Essex REF North,Essex,REF,,-70.774717,42.654558,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:39,61,1,0,2,EAPH,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,
2,MA,,Essex REF North,Essex,REF,,-70.774717,42.654558,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:39,61,1,0,2,AMRO,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,
2,MA,,Essex REF North,Essex,REF,,-70.774717,42.654558,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:39,61,1,0,2,TUTI,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,,Essex REF North,Essex,REF,,-70.774717,42.654558,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:39,61,1,0,2,SOSP,51-100m,2,0,0,0,0,2,0,0,0,0,0,0,0,
2,MA,,Essex REF North,Essex,REF,,-70.774717,42.654558,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:39,61,1,0,2,BCCH,51-100m,1,0,0,0,0,0,1,0,0,0,0,0,0,
2,MA,,Essex REF North,Essex,REF,,-70.774717,42.654558,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:39,61,1,0,2,SNEG,51-100m,1,0,0,0,0,0,0,0,1,0,0,0,0,Flyover
2,MA,,Essex RUN South,Essex,RUN,2022,-70.7728,42.651456,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:57,61,1,2,3,DCCO,51-100m,3,2,0,0,0,0,0,1,0,0,0,0,0,Flyover
2,MA,,Essex RUN South,Essex,RUN,2022,-70.7728,42.651456,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:57,61,1,2,3,YEWA,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN South,Essex,RUN,2022,-70.7728,42.651456,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:57,61,1,2,3,SOSP,51-100m,3,1,0,1,1,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN South,Essex,RUN,2022,-70.7728,42.651456,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:57,61,1,2,3,RWBL,0-50m,2,1,0,0,0,0,1,0,0,0,0,0,0,
2,MA,,Essex RUN South,Essex,RUN,2022,-70.7728,42.651456,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:57,61,1,2,3,BCCH,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN South,Essex,RUN,2022,-70.7728,42.651456,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:57,61,1,2,3,AMRO,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,
2,MA,,Essex RUN South,Essex,RUN,2022,-70.7728,42.651456,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:57,61,1,2,3,AMGO,51-100m,2,0,0,0,0,2,0,0,0,0,0,0,0,
2,MA,,Essex RUN South,Essex,RUN,2022,-70.7728,42.651456,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,6:57,61,1,2,3,HERG,51-100m,1,0,0,0,0,0,0,1,0,0,0,0,0,
2,MA,,Essex NAC South,Essex,NAC,,-70.771131,42.651806,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:14,62,1,3,3,SOSP,51-100m,3,1,0,1,0,0,0,1,0,0,0,0,0,
2,MA,,Essex NAC South,Essex,NAC,,-70.771131,42.651806,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:14,62,1,3,3,RWBL,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex NAC South,Essex,NAC,,-70.771131,42.651806,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:14,62,1,3,3,EUST,0-50m,2,1,1,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex NAC South,Essex,NAC,,-70.771131,42.651806,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:14,62,1,3,3,COGR,51-100m,3,0,0,0,0,0,0,0,0,3,0,0,0,
2,MA,,Essex NAC South,Essex,NAC,,-70.771131,42.651806,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:14,62,1,3,3,RWBL,51-100m,2,0,2,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex NAC South,Essex,NAC,,-70.771131,42.651806,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:14,62,1,3,3,EUST,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,
2,MA,,Essex REF South,Essex,REF,,-70.773536,42.649931,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:29,62,1,3,4,WILL,51-100m,2,1,0,0,0,0,0,0,1,0,0,0,0,
2,MA,,Essex REF South,Essex,REF,,-70.773536,42.649931,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:29,62,1,3,4,EUST,51-100m,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex REF South,Essex,REF,,-70.773536,42.649931,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:29,62,1,3,4,WILL,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,Flyover
2,MA,,Essex REF South,Essex,REF,,-70.773536,42.649931,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:29,62,1,3,4,KILL,0-50m,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Essex REF South,Essex,REF,,-70.773536,42.649931,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:29,62,1,3,4,GREG,51-100m,1,0,0,0,0,0,0,0,0,1,0,0,0,Flyover
2,MA,,Essex REF South,Essex,REF,,-70.773536,42.649931,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,Low/Rising,7:29,62,1,3,4,RWBL,51-100m,2,0,0,0,0,0,0,0,0,2,0,0,0,
2,MA,,Ipswich RUN West,Ipswich,RUN,,-70.780939,42.680267,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:02,63,2,2,1,GRCA,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich RUN West,Ipswich,RUN,,-70.780939,42.680267,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:02,63,2,2,1,RWBL,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich RUN West,Ipswich,RUN,,-70.780939,42.680267,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:02,63,2,2,1,EUST,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich RUN West,Ipswich,RUN,,-70.780939,42.680267,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:02,63,2,2,1,SOSP,0-50m,1,0,0,0,1,0,0,0,0,0,0,0,0,
2,MA,,Ipswich RUN West,Ipswich,RUN,,-70.780939,42.680267,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:02,63,2,2,1,OROR,0-50m,1,0,0,0,0,0,0,0,0,1,0,0,0,
2,MA,,Ipswich NAC West,Ipswich,NAC,,-70.781622,42.678839,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:16,63,2,3,1,SOSP,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich NAC West,Ipswich,NAC,,-70.781622,42.678839,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:16,63,2,3,1,GRCA,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich NAC West,Ipswich,NAC,,-70.781622,42.678839,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:16,63,2,3,1,AMRO,51-100m,2,0,2,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich NAC West,Ipswich,NAC,,-70.781622,42.678839,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:16,63,2,3,1,HAWO,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich NAC West,Ipswich,NAC,,-70.781622,42.678839,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:16,63,2,3,1,AMCR,51-100m,2,0,0,0,0,0,0,0,2,0,0,0,0,
2,MA,,Ipswich NAC West,Ipswich,NAC,,-70.781622,42.678839,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:16,63,2,3,1,KILL,0-50m,1,0,0,0,0,0,0,0,0,0,0,1,0,
2,MA,,Ipswich REF West,Ipswich,REF,,-70.782456,42.680364,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:30,64,1,3,1,RWBL,0-50m,3,3,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich REF West,Ipswich,REF,,-70.782456,42.680364,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:30,64,1,3,1,EAPH,51-100m,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich REF West,Ipswich,REF,,-70.782456,42.680364,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:30,64,1,3,1,WILL,0-50m,2,0,2,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich REF West,Ipswich,REF,,-70.782456,42.680364,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:30,64,1,3,1,YEWA,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich REF West,Ipswich,REF,,-70.782456,42.680364,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:30,64,1,3,1,TRES,51-100m,2,0,0,2,0,0,0,0,0,0,0,0,0,Flyover
2,MA,,Ipswich REF West,Ipswich,REF,,-70.782456,42.680364,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,8:30,64,1,3,1,GREG,51-100m,1,0,0,0,0,0,1,0,0,0,0,0,0,Flyover
2,MA,,Ipswich REF East,Ipswich,REF,,-70.771769,42.680317,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:03,64,1,2,2,SNEG,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,Flyover
2,MA,,Ipswich REF East,Ipswich,REF,,-70.771769,42.680317,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:03,64,1,2,2,WILL,0-50m,6,1,0,0,0,0,0,0,0,0,0,5,0,
2,MA,,Ipswich REF East,Ipswich,REF,,-70.771769,42.680317,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:03,64,1,2,2,RWBL,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich REF East,Ipswich,REF,,-70.771769,42.680317,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:03,64,1,2,2,COTE,0-50m,4,2,0,0,0,0,0,0,2,0,0,0,0,
2,MA,,Ipswich REF East,Ipswich,REF,,-70.771769,42.680317,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:03,64,1,2,2,HERG,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,Flyover
2,MA,,Ipswich NAC East,Ipswich,NAC,,-70.773939,42.679464,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:16,64,1,2,2,SOSP,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich NAC East,Ipswich,NAC,,-70.773939,42.679464,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:16,64,1,2,2,RWBL,0-50m,3,1,0,0,0,0,0,0,0,2,0,0,0,
2,MA,,Ipswich NAC East,Ipswich,NAC,,-70.773939,42.679464,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:16,64,1,2,2,EUST,0-50m,2,0,0,1,0,0,0,0,0,0,0,1,0,
2,MA,,Ipswich NAC East,Ipswich,NAC,,-70.773939,42.679464,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:16,64,1,2,2,HOWR,51-100m,1,0,0,0,0,0,1,0,0,0,0,0,0,
2,MA,,Ipswich NAC East,Ipswich,NAC,,-70.773939,42.679464,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:16,64,1,2,2,OSPR,0-50m,1,0,0,0,0,0,0,1,0,0,0,0,0,Flyover
2,MA,,Ipswich NAC East,Ipswich,NAC,,-70.773939,42.679464,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:16,64,1,2,2,BBGU,0-50m,1,0,0,0,0,0,0,1,0,0,0,0,0,Flyover
2,MA,,Ipswich NAC East,Ipswich,NAC,,-70.773939,42.679464,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:16,64,1,2,2,HERG,0-50m,1,0,0,0,0,0,0,0,1,0,0,0,0,Flyover
2,MA,,Ipswich RUN East,Ipswich,RUN,2022,-70.775144,42.680281,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:30,67,1,2,3,SNEG,0-50m,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,MA,,Ipswich RUN East,Ipswich,RUN,2022,-70.775144,42.680281,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:30,67,1,2,3,RWBL,0-50m,3,0,2,0,0,0,0,0,1,0,0,0,0,
2,MA,,Ipswich RUN East,Ipswich,RUN,2022,-70.775144,42.680281,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:30,67,1,2,3,YEWA,51-100m,2,0,0,1,0,1,0,0,0,0,0,0,0,
2,MA,,Ipswich RUN East,Ipswich,RUN,2022,-70.775144,42.680281,Foot – survey conducted while standing on the ground,1,1,5/27/2022,2022,5,27,JLG,High/Rising,9:30,67,1,2,3,SOSP,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,
