RegionNum,State,Site,Hexagon,PointID,Treatment,Runnel_Year0,Point_X,Point_Y,SurveyMethod,VisitNum,SurveyWindow,SurveyDate,Year,Month,Day,Observer,Tide,SurveyTime,TempF,Sky,WindSp,Noise,AlphaCode,DistBand,TotalCountN,Min 1,Min 2,Min 3,Min 4,Min 5,Min 6,Min 7,Min 8,Min 9,Min 10,Min 11,Min 12,Outside,Comments
2,MA,Broad Cove,,BC RUN,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/22/2023,2023,5,22,JLG/LG,Low/Rising,7:28,54,0,1,2,SALS,0-50m,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,Broad Cove,,BC RUN,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/22/2023,2023,5,22,JLG/LG,Low/Rising,7:28,54,0,1,2,SALS,51-100m,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
2,MA,Broad Cove,,BC RUN,RUN,2017,-71.13327,41.7925,Foot – survey conducted while standing on the ground,1,1,5/22/2023,2023,5,22,JLG/LG,Low/Rising,7:28,54,0,1,2,AMCR,51-100m,3,0,0,0,0,0,0,0,0,3,0,0,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,RWBL,0-50m,5,1,0,1,0,1,0,0,0,0,0,2,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,NOCA,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,WILL,0-50m,4,1,1,0,0,0,1,0,0,1,0,0,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,WILL,51-100m,4,0,2,1,0,0,1,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,RWBL,51-100m,2,0,2,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,HOSP,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,SALS,0-50m,6,0,0,2,2,0,0,0,1,1,0,0,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,AMGO,51-100m,3,0,0,0,3,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH RUN,RUN,2021,-70.859639,42.771683,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,8:41,60,1,2,2,SALS,51-100m,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,WILL,0-50m,5,4,0,0,0,0,0,1,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,SALS,0-50m,8,2,0,0,0,1,1,1,0,3,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,RWBL,0-50m,7,2,3,0,0,1,0,0,1,0,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,TRES,0-50m,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,COYE,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,HOFI,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,WILL,51-100m,2,0,0,0,0,0,2,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,HOSP,0-50m,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH REF,REF,,-70.862339,42.774958,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,7:14,53,1,1,1,NESP,0-50m,2,0,0,0,0,0,1,1,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,RWBL,0-50m,6,2,1,0,2,1,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,SALS,0-50m,3,1,0,1,0,0,0,0,0,1,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,SALS,51-100m,4,0,1,0,0,0,2,1,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,NOCA,51-100m,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,BCCH,0-50m,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,WILL,51-100m,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,COYE,51-100m,2,0,0,0,1,0,0,0,1,0,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,TRES,0-50m,2,0,2,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Old Town Hill,,OTH NAC,NAC,,-70.860789,42.777164,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,6:53,54,1,1,1,RWBL,51-100m,2,0,0,0,0,2,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents REF,REF,,-70.874217,42.769253,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:01,61,1,2,1,SALS,0-50m,8,1,0,2,0,1,0,3,0,1,0,0,0,0,
2,MA,Kent's Island,,Kents REF,REF,,-70.874217,42.769253,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:01,61,1,2,1,WILL,51-100m,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents REF,REF,,-70.874217,42.769253,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:01,61,1,2,1,RWBL,0-50m,4,2,0,2,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents REF,REF,,-70.874217,42.769253,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:01,61,1,2,1,WILL,0-50m,3,0,2,1,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents REF,REF,,-70.874217,42.769253,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:01,61,1,2,1,RWBL,51-100m,8,0,2,2,0,1,2,0,0,1,0,0,0,0,
2,MA,Kent's Island,,Kents REF,REF,,-70.874217,42.769253,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:01,61,1,2,1,SALS,51-100m,5,0,0,1,1,1,0,0,0,0,0,2,0,0,
2,MA,Kent's Island,,Kents REF,REF,,-70.874217,42.769253,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:01,61,1,2,1,Warbler,51-100m,2,0,0,0,0,0,2,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents REF,REF,,-70.874217,42.769253,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:01,61,1,2,1,MODO,51-100m,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,SNEG,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,TRES,0-50m,3,2,0,0,0,0,0,0,1,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,RWBL,0-50m,4,2,0,0,1,0,0,1,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,RWBL,51-100m,4,0,1,0,1,1,0,1,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,SOSP,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,WILL,51-100m,3,0,2,0,0,1,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,NOCA,0-50m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,SALS,0-50m,3,0,0,2,0,0,1,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,SOSP,51-100m,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,SALS,51-100m,2,0,0,0,0,0,0,2,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents RUN,RUN,2022,-70.875569,42.759872,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:41,62,1,1,1,NOGO,51-100m,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,SOSP,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,TRES,0-50m,2,1,0,0,1,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,COYE,0-50m,2,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,RWBL,0-50m,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,SALS,51-100m,2,0,2,0,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,SOSP,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,COYE,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,RWBL,51-100m,3,0,0,1,0,0,0,0,1,1,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,BCCH,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,EUST,51-100m,30,0,0,0,0,30,0,0,0,0,0,0,0,0,Flew from tree group to tree group
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,SNEG,>100m,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
2,MA,Kent's Island,,Kents NAC,NAC,,-70.873811,42.758717,Foot – survey conducted while standing on the ground,1,1,6/6/2023,2023,6,6,JLG,Low/Falling,9:57,61,1,2,1,WILL,>100m,2,0,0,0,0,0,0,0,0,1,0,1,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,RECR,0-50m,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,CAGO,0-50m,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4 adults /5 goslings
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,TRES,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,UNK_SP,0-50m,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,RWBL,51-100m,7,1,2,2,2,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,SOSP,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,RWBL,0-50m,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,COYE,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,RWBL,>100m,2,0,0,0,0,0,1,0,0,1,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,TRES,51-100m,2,0,0,0,0,0,0,0,2,0,0,0,0,0,
2,ME,Moody Marsh,,MM RUN,RUN,2011,-70.59333,43.2664,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:13,54,1,1,1,UNK_SP,51-100m,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,CAGO,0-50m,30,30,0,0,0,0,0,0,0,0,0,0,0,0,left upon our arrival 
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,EUST,51-100m,10,0,10,0,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,UNK_SP,0-50m,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,COGR,0-50m,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,WILL,51-100m,2,0,0,2,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,NOCA,51-100m,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,SOSP,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,MALL,51-100m,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Flyover
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,RWBL,51-100m,4,0,0,0,0,2,0,1,0,1,0,0,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,CSWA,51-100m,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2,ME,Moody Marsh,,MM REF,REF,,-70.5891,43.2696,Foot – survey conducted while standing on the ground,1,1,6/7/2023,2023,6,7,JLG/LG,Low/Falling,6:42,53,1,1,1,TRES,0-50m,2,0,0,0,0,0,0,0,0,0,0,2,0,0,
