"","RegionNum","State","PointID","Site","Treatment","runnel_age","Point_X","Point_Y","VisitNum","SurveyWindow","SurveyDate","Year","Month","Day","Observer","Tide","SurveyTime","TempF","Sky","WindSp","Noise","DistBand","Site_Date","richness","shannon","totalbirds","saltysparrow","AGWT","ALFL","AMCR","AMDU","AMGO","AMOY","AMRE","AMRO","BANS","BAOR","BARS","BBGU","BBPL","BCCH","BHCO","BLJA","BLPW","BOBO","BRTH","CAGO","CANG","CARW","CEDW","CHSP","CHSW","CLRA","COEI","COGR","COTE","COYE","CSWA","DCCO","DUNL","EAKI","EAPH","EATO","EUST","EWPW","GBBG","GBHE","GCFL","GLIB","GRCA","GREG","GRHE","GRYE","GWTE","HAWO","HERG","HETH","HOFI","HOSP","HOWR","KILL","LBHE","LESA","LETE","LEYE","MALL","MAWR","MODO","MUSW","NESP","NOCA","NOGO","NOMO","NRWS","OROR","OSPR","PAWA","PEEP","PUMA","RBME","RECR","RTHA","RUBL","RWBL","SALS","SAND","SBDO","SEOW","SEPL","SESA","SESP","SNEG","SOSP","SPSA","STSP","TRES","TUTI","TUVU","UNK_SP","VIRA","Warbler","WEVI","WIFL","WILL","WITU","WOTH","WREN","WRSA","YEWA"
"11",2,"MA","BC REF","Broad Cove","Reference",NA,-71.13286,41.79348,1,1,"5/22/2023",2023,5,22,"JLG/LG","Low/Rising","7:28",54,0,1,2,"51-100m","BC REF 5/22/2023  ",3,0.96,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2,"MA","BC REF","Broad Cove","Reference",NA,-71.13286,41.79348,2,2,"6/28/2023",2023,6,28,"JLG","Low","8:13",68,2,0,2,"0-50m","BC REF 6/28/2023  ",3,0.96,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2,"MA","BC REF","Broad Cove","Reference",NA,-71.13286,41.79348,2,2,"6/28/2023",2023,6,28,"JLG","Low","8:13",68,2,0,2,"51-100m","BC REF 6/28/2023  ",8,1.89,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2,"MA","BC RUN","Broad Cove","Runnel",5,-71.13327,41.7925,1,1,"5/23/2022",2022,5,23,"JLG","Low","9:00",67,2,3,2,"0-50m","BC RUN 5/23/2022  ",3,0.87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15",2,"MA","BC RUN","Broad Cove","Runnel",5,-71.13327,41.7925,1,1,"5/23/2022",2022,5,23,"JLG","Low","9:00",67,2,3,2,"51-100m","BC RUN 5/23/2022  ",5,1.56,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2,"MA","BC RUN","Broad Cove","Runnel",5,-71.13327,41.7925,2,2,"6/22/2022",2022,6,22,"JLG","Low/Falling","7:08",61,2,1,2,"0-50m","BC RUN 6/22/2022  ",3,0.85,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",2,"MA","BC RUN","Broad Cove","Runnel",5,-71.13327,41.7925,2,2,"6/22/2022",2022,6,22,"JLG","Low/Falling","7:08",61,2,1,2,"51-100m","BC RUN 6/22/2022  ",5,1.47,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2,"MA","BC RUN","Broad Cove","Runnel",6,-71.13327,41.7925,1,1,"5/22/2023",2023,5,22,"JLG/LG","Low/Rising","7:28",54,0,1,2,"0-50m","BC RUN 5/22/2023  ",6,1.68,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2,"MA","BC RUN","Broad Cove","Runnel",6,-71.13327,41.7925,1,1,"5/22/2023",2023,5,22,"JLG/LG","Low/Rising","7:28",54,0,1,2,"51-100m","BC RUN 5/22/2023  ",5,1.48,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2,"MA","BC RUN","Broad Cove","Runnel",6,-71.13327,41.7925,2,2,"6/28/2023",2023,6,28,"JLG","Low","7:59",68,2,0,2,"0-50m","BC RUN 6/28/2023  ",4,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2,"MA","BC RUN","Broad Cove","Runnel",6,-71.13327,41.7925,2,2,"6/28/2023",2023,6,28,"JLG","Low","7:59",68,2,0,2,"51-100m","BC RUN 6/28/2023  ",7,1.88,13,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"22",2,"MA","BC RUN","Broad Cove","Runnel",6,-71.13327,41.7925,2,2,"6/28/2023",2023,6,28,"JLG","Low","7:59",68,2,0,2,">100m","BC RUN 6/28/2023  ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",3,"RI","CN NAC","Canonchet","No Action",NA,41.442441,-71.458731,1,2,"6/2/2022",2022,6,2,"SM","High/Rising","727",58,2,1,1,">100m","CN NAC 6/2/2022  ",4,1.33,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",3,"RI","CN NAC","Canonchet","No Action",NA,41.442441,-71.458731,1,2,"6/2/2022",2022,6,2,"SM","High/Rising","727",58,2,1,1,"51-100m","CN NAC 6/2/2022  ",2,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"25",3,"RI","CN NAC","Canonchet","No Action",NA,41.442441,-71.458731,1,2,"6/2/2022",2022,6,2,"SM","High/Rising","727",58,2,1,1,"0-50m","CN NAC 6/2/2022  ",2,0.64,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",3,"RI","CN NAC","Canonchet","No Action",NA,41.442441,-71.458731,2,3,"7/7/2022",2022,7,7,"SM","Low/Falling","734",69,0,0,1,"0-50m","CN NAC 7/7/2022  ",5,1.6,16,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",3,"RI","CN NAC","Canonchet","No Action",NA,41.442441,-71.458731,2,3,"7/7/2022",2022,7,7,"SM","Low/Falling","734",69,0,0,1,">100m","CN NAC 7/7/2022  ",8,1.93,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"28",3,"RI","CN NAC","Canonchet","No Action",NA,41.442441,-71.458731,2,3,"7/7/2022",2022,7,7,"SM","Low/Falling","734",69,0,0,1,"51-100m","CN NAC 7/7/2022  ",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",3,"RI","CN NAC","Canonchet","No Action",NA,-71.458731,41.442441,1,2,"6/24/2023",2023,6,24,"JH","Low","626",67,2,0,0,"0-50m","CN NAC 6/24/2023  ",3,1.04,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"30",3,"RI","CN NAC","Canonchet","No Action",NA,-71.458731,41.442441,1,2,"6/24/2023",2023,6,24,"JH","Low","626",67,2,0,0,"51-100m","CN NAC 6/24/2023  ",4,1.31,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"31",3,"RI","CN NAC","Canonchet","No Action",NA,-71.458731,41.442441,2,3,"7/15/2023",2023,7,15,"JH","High/Falling","728",74,2,0,1,"0-50m","CN NAC 7/15/2023  ",5,1.3,14,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"32",3,"RI","CN NAC","Canonchet","No Action",NA,-71.458731,41.442441,2,3,"7/15/2023",2023,7,15,"JH","High/Falling","728",74,2,0,1,"51-100m","CN NAC 7/15/2023  ",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",3,"RI","CN REF","Canonchet","Reference",NA,-71.458492,41.444235,1,2,"6/2/2022",2022,6,2,"SM","High/Rising","707",58,2,1,1,"0-50m","CN REF 6/2/2022  ",2,0.69,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",3,"RI","CN REF","Canonchet","Reference",NA,-71.458492,41.444235,1,2,"6/2/2022",2022,6,2,"SM","High/Rising","707",58,2,1,1,"51-100m","CN REF 6/2/2022  ",2,0.64,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"35",3,"RI","CN REF","Canonchet","Reference",NA,-71.458492,41.444235,1,2,"6/2/2022",2022,6,2,"SM","High/Rising","707",58,2,1,1,">100m","CN REF 6/2/2022  ",2,0.64,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",3,"RI","CN REF","Canonchet","Reference",NA,-71.458492,41.444235,1,2,"6/24/2023",2023,6,24,"JH","Low","642",67,2,0,1,"0-50m","CN REF 6/24/2023  ",4,1.12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"37",3,"RI","CN REF","Canonchet","Reference",NA,-71.458492,41.444235,1,2,"6/24/2023",2023,6,24,"JH","Low","642",67,2,0,1,"51-100m","CN REF 6/24/2023  ",2,0.64,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",3,"RI","CN REF","Canonchet","Reference",NA,-71.458492,41.444235,1,2,"6/24/2023",2023,6,24,"JH","Low","642",67,2,0,1,">100m","CN REF 6/24/2023  ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",3,"RI","CN REF","Canonchet","Reference",NA,-71.458492,41.444235,2,3,"7/15/2023",2023,7,15,"JH","High/Falling","749",74,2,0,1,"0-50m","CN REF 7/15/2023  ",6,1.47,38,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"40",3,"RI","CN REF","Canonchet","Reference",NA,-71.458492,41.444235,2,3,"7/15/2023",2023,7,15,"JH","High/Falling","749",74,2,0,1,"51-100m","CN REF 7/15/2023  ",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
